"Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"ETS-RC-4","inquiry","yêu cầu thông tin hoặc điều tra","noun","/ˈɪn.kwɚ.i/","We received an inquiry about our new product line.","Chúng tôi nhận được yêu cầu thông tin về dòng sản phẩm mới."
"ETS-RC-4","petrol","xăng","noun","/ˈpet.rəl/","The price of petrol has risen significantly this month.","Giá xăng đã tăng đáng kể trong tháng này."
"ETS-RC-4","motorway","đường cao tốc","noun","/ˈmoʊ.t̬ɚ.weɪ/","We took the motorway to get to the city faster.","Chúng tôi đi đường cao tốc để đến thành phố nhanh hơn."
"ETS-RC-4","crisps","khoai tây chiên giòn","noun","/krɪsps/","He bought a packet of crisps for the road trip.","Anh ấy mua một gói khoai tây chiên cho chuyến đi đường dài."
"ETS-RC-4","VAT","thuế giá trị gia tăng","noun","/ˌviː.eɪˈtiː/","The price includes 20% VAT.","Giá đã bao gồm 20% thuế giá trị gia tăng."
"ETS-RC-4","transaction","giao dịch","noun","/trænˈzæk.ʃən/","The transaction was completed within minutes.","Giao dịch được hoàn tất trong vài phút."
"ETS-RC-4","tune","điều chỉnh âm thanh hoặc thiết bị","verb","/tuːn/","The mechanic will tune the engine for better performance.","Thợ máy sẽ điều chỉnh động cơ để hoạt động tốt hơn."
"ETS-RC-4","showcase","trưng bày, giới thiệu nổi bật","verb","/ˈʃoʊ.keɪs/","The exhibition will showcase the latest technology trends.","Triển lãm sẽ trưng bày những xu hướng công nghệ mới nhất."
"ETS-RC-4","pricing","chiến lược giá cả","noun","/ˈpraɪ.sɪŋ/","The company is reviewing its pricing to stay competitive.","Công ty đang xem xét lại giá cả để duy trì tính cạnh tranh."
"ETS-RC-4","detour road","đường vòng","noun","/ˈdiː.tʊr roʊd/","We had to take a detour road due to construction.","Chúng tôi phải đi đường vòng vì công trình xây dựng."
"ETS-RC-4","expedited","giao hàng nhanh","adj","/ˈek.spə.daɪ.tɪd/","We offer expedited shipping for an additional fee.","Chúng tôi cung cấp dịch vụ giao hàng nhanh với phí bổ sung."
"ETS-RC-4","due","đến hạn","adj","/duː/","The payment is due by the end of the month.","Khoản thanh toán đến hạn vào cuối tháng."
"ETS-RC-4","aesthetic","thuộc về thẩm mỹ","adj","/esˈθet̬.ɪk/","The building was designed with both functional and aesthetic considerations.","Tòa nhà được thiết kế vừa chức năng vừa thẩm mỹ."
"ETS-RC-4","irrigation","sự tưới tiêu cho đất hoặc cây trồng","noun","/ˌɪr.əˈɡeɪ.ʃən/","The farm depends on an irrigation system for crops.","Trang trại phụ thuộc vào hệ thống tưới tiêu cho cây trồng."
"ETS-RC-4","considerable","đáng kể","adj","/kənˈsɪd.ɚ.ə.bəl/","The project required a considerable amount of time and resources.","Dự án đòi hỏi lượng thời gian và nguồn lực đáng kể."
"ETS-RC-4","RSVP","xin vui lòng hồi đáp","verb","/ˌɑːr.es.viːˈpiː/","Please RSVP by Friday if you plan to attend the event.","Vui lòng hồi đáp trước thứ Sáu nếu bạn định tham dự sự kiện."
"ETS-RC-4","commemorative","dùng để kỷ niệm","adj","/kəˈmem.ə.reɪ.t̬ɪv/","The museum issued a commemorative coin for its anniversary.","Bảo tàng phát hành đồng xu kỷ niệm cho ngày thành lập."
"ETS-RC-4","plaque","tấm bảng tưởng niệm","noun","/plæk/","A bronze plaque was placed at the site of the historic event.","Một tấm bảng đồng được đặt tại địa điểm sự kiện lịch sử."
"ETS-RC-4","lag time","thời gian trễ giữa hai sự kiện","noun","/læɡ taɪm/","There is a lag time between placing the order and receiving it.","Có một khoảng trễ giữa lúc đặt hàng và nhận hàng."
"ETS-RC-4","janitorial service","dịch vụ vệ sinh","noun","/ˌdʒæn.əˈtɔːr.i.əl ˈsɝː.vɪs/","The company hired a janitorial service to clean the office daily.","Công ty thuê dịch vụ vệ sinh để dọn văn phòng hàng ngày."
"ETS-RC-4","custodial","liên quan đến trông coi, bảo quản","adj","/kʌˈstoʊ.di.əl/","He has custodial duties in the museum.","Anh ấy có nhiệm vụ trông coi trong bảo tàng."
"ETS-RC-4","at hand","ngay gần, sẵn sàng sử dụng","adj","/ət hænd/","Keep your notes at hand during the meeting.","Giữ ghi chú của bạn trong tầm tay khi họp."
"ETS-RC-4","stationery","văn phòng phẩm","noun","/ˈsteɪ.ʃə.ner.i/","The office ordered new stationery for all employees.","Văn phòng đã đặt mua văn phòng phẩm mới cho tất cả nhân viên."
"ETS-RC-4","detective","thám tử","noun","/dɪˈtek.tɪv/","The detective is working on a high-profile case.","Thám tử đang điều tra một vụ án nổi tiếng."
"ETS-RC-4","to date","cho đến nay","adv","/tə deɪt/","To date, no decision has been made regarding the project.","Cho đến nay, chưa có quyết định nào được đưa ra về dự án."
"ETS-RC-4","captivate","làm say mê, thu hút mạnh mẽ","verb","/ˈkæp.tə.veɪt/","The speaker captivated the audience with her inspiring story.","Người diễn thuyết đã làm say mê khán giả với câu chuyện truyền cảm hứng của mình."
"ETS-RC-4","suspense","cảm giác hồi hộp chờ đợi điều gì đó xảy ra","noun","/səˈspens/","The suspense in the movie kept the audience glued to their seats.","Sự hồi hộp trong bộ phim khiến khán giả dán mắt vào ghế."
"ETS-RC-4","county","hạt, đơn vị hành chính địa phương","noun","/ˈkaʊn.t̬i/","He works for the county government.","Anh ấy làm việc cho chính quyền hạt."
"ETS-RC-4","grapefruit","quả bưởi hoặc bưởi chùm","noun","/ˈɡreɪp.fruːt/","Grapefruit is a good source of vitamin C.","Bưởi là nguồn cung cấp vitamin C tốt."
"ETS-RC-4","chamber of commerce","phòng thương mại","noun","/ˌtʃeɪm.bɚ əv ˈkɑː.mɝːs/","The local chamber of commerce is hosting a networking event.","Phòng thương mại địa phương đang tổ chức một sự kiện kết nối."
"ETS-RC-4","agritourism","du lịch nông nghiệp","noun","/ˈæɡ.rɪˌtʊr.ɪ.zəm/","Agritourism allows visitors to experience life on a farm.","Du lịch nông nghiệp cho phép du khách trải nghiệm cuộc sống ở trang trại."
"ETS-RC-4","lodging","chỗ ở tạm thời","noun","/ˈlɑː.dʒɪŋ/","The package includes meals and lodging.","Gói dịch vụ bao gồm bữa ăn và chỗ ở."
"ETS-RC-4","cordially","một cách thân mật, lịch sự","adverb","/ˈkɔːr.dʒə.li/","You are cordially invited to attend the opening ceremony.","Bạn được trân trọng mời tham dự lễ khai mạc."
"ETS-RC-4","keen","hăng hái, mong muốn mạnh mẽ","adj","/kiːn/","She is keen to start her new job.","Cô ấy rất háo hức bắt đầu công việc mới."
"ETS-RC-4","pending","đang chờ xử lý","adj","/ˈpen.dɪŋ/","Your application is pending approval.","Đơn của bạn đang chờ phê duyệt."
"ETS-RC-4","Bachelor of Arts","bằng cử nhân văn chương hoặc khoa học xã hội","noun","/ˌbætʃ.əl.ɚ əv ˈɑːrts/","She earned a Bachelor of Arts in psychology.","Cô ấy đã nhận bằng Cử nhân Văn chương ngành tâm lý học."
"ETS-RC-4","cosmetology","ngành thẩm mỹ","noun","/ˌkɑːz.məˈtɑː.lə.dʒi/","She is studying cosmetology at a beauty school.","Cô ấy đang học ngành thẩm mỹ tại một trường dạy làm đẹp."
"ETS-RC-4","outside the city limits","ngoài ranh giới thành phố","adv","/ˌaʊtˈsaɪd ðə ˈsɪt̬.i ˌlɪm.ɪts/","They bought a house outside the city limits to enjoy more space.","Họ mua một ngôi nhà ngoài ranh giới thành phố để có nhiều không gian hơn."
"ETS-RC-5","approve","chấp thuận, đồng ý","verb","/əˈpruːv/","The board will approve the budget at the next meeting.","Ban giám đốc sẽ phê duyệt ngân sách tại cuộc họp tới."
"ETS-RC-5","reach","đạt được hoặc đến nơi nào đó","verb","/riːtʃ/","We hope to reach an agreement by the end of the week.","Chúng tôi hy vọng đạt được thỏa thuận vào cuối tuần."
"ETS-RC-5","corporate","thuộc về doanh nghiệp","adj","/ˈkɔːr.pɚ.ət/","The company is implementing new corporate policies.","Công ty đang thực hiện các chính sách doanh nghiệp mới."
"ETS-RC-5","innovative","mang tính đổi mới, sáng tạo","adj","/ˈɪn.ə.veɪ.tɪv/","The company is known for its innovative products.","Công ty nổi tiếng với các sản phẩm sáng tạo."
"ETS-RC-5","closure","sự đóng cửa hoặc kết thúc","noun","/ˈkloʊ.ʒɚ/","The store announced its permanent closure next month.","Cửa hàng thông báo sẽ đóng cửa vĩnh viễn vào tháng tới."
"ETS-RC-5","method","phương pháp hoặc cách thức","noun","/ˈmeθ.əd/","We need a more efficient method for data analysis.","Chúng ta cần một phương pháp hiệu quả hơn để phân tích dữ liệu."
"ETS-RC-5","final","cuối cùng","adj","/ˈfaɪ.nəl/","The final report will be submitted tomorrow.","Báo cáo cuối cùng sẽ được nộp vào ngày mai."
"ETS-RC-5","circumstance","hoàn cảnh, tình huống","noun","/ˈsɝː.kəm.stæns/","Under no circumstance should you share your password.","Trong bất kỳ hoàn cảnh nào, bạn cũng không nên chia sẻ mật khẩu."
"ETS-RC-5","sale","việc bán hàng hoặc giảm giá","noun","/seɪl/","The store is having a clearance sale this weekend.","Cửa hàng đang có đợt xả hàng giảm giá cuối tuần này."
"ETS-RC-5","further","thêm, xa hơn, mức độ cao hơn","adj","/ˈfɝː.ðɚ/","Further information will be provided upon request.","Thông tin thêm sẽ được cung cấp khi có yêu cầu."
"ETS-RC-5","previous","trước, đã xảy ra trước đây","adj","/ˈpriː.vi.əs/","I met her during my previous visit to the city.","Tôi đã gặp cô ấy trong lần thăm thành phố trước đây."
"ETS-RC-5","average","trung bình","adj","/ˈæv.ɚ.ɪdʒ/","The average temperature this month is higher than usual.","Nhiệt độ trung bình tháng này cao hơn bình thường."
"ETS-RC-5","response","câu trả lời hoặc phản ứng","noun","/rɪˈspɑːns/","We are still waiting for a response from the client.","Chúng tôi vẫn đang chờ phản hồi từ khách hàng."
"ETS-RC-5","required","bắt buộc","adj","/rɪˈkwaɪɚd/","All required documents must be submitted by Friday.","Tất cả các tài liệu bắt buộc phải được nộp trước thứ Sáu."
"ETS-RC-5","outreach","hoạt động tiếp cận cộng đồng","noun","/ˈaʊt.riːtʃ/","The outreach program aims to help underprivileged children.","Chương trình tiếp cận nhằm giúp đỡ trẻ em có hoàn cảnh khó khăn."
"ETS-RC-5","have yet to","vẫn chưa làm gì đó","verb","/hæv jet tuː/","We have yet to receive confirmation of your booking.","Chúng tôi vẫn chưa nhận được xác nhận đặt chỗ của bạn."
"ETS-RC-5","considerable","đáng kể","adj","/kənˈsɪd.ɚ.ə.bəl/","The project required a considerable investment of time.","Dự án đòi hỏi khoản đầu tư thời gian đáng kể."
"ETS-RC-5","considerate","chu đáo, quan tâm đến người khác","adj","/kənˈsɪd.ɚ.ət/","It was very considerate of you to bring flowers.","Bạn thật chu đáo khi mang hoa đến."
"ETS-RC-5","equally","một cách ngang nhau","adverb","/ˈiː.kwə.li/","The prize money will be equally divided among the winners.","Tiền thưởng sẽ được chia đều cho những người chiến thắng."
"ETS-RC-5","permanently","một cách vĩnh viễn","adverb","/ˈpɝː.mə.nənt.li/","The store closed permanently last year.","Cửa hàng đã đóng cửa vĩnh viễn vào năm ngoái."
"ETS-RC-5","promptly","một cách nhanh chóng hoặc đúng giờ","adverb","/ˈprɑːmpt.li/","Please reply promptly to avoid delays.","Vui lòng trả lời nhanh chóng để tránh trì hoãn."
"ETS-RC-5","gradually","dần dần","adverb","/ˈɡrædʒ.u.ə.li/","The company is gradually expanding into new markets.","Công ty đang dần mở rộng sang các thị trường mới."
"ETS-RC-5","suitable","phù hợp","adj","/ˈsuː.t̬ə.bəl/","This movie is not suitable for children under 12.","Bộ phim này không phù hợp cho trẻ em dưới 12 tuổi."
"ETS-RC-5","acquisition","sự mua lại hoặc tiếp nhận","noun","/ˌæk.wəˈzɪʃ.ən/","The company completed the acquisition of its competitor.","Công ty đã hoàn tất việc mua lại đối thủ cạnh tranh."
"ETS-RC-5","offering","sản phẩm hoặc dịch vụ được cung cấp","noun","/ˈɑː.fɚ.ɪŋ/","The company’s latest offering is a smart home device.","Sản phẩm mới nhất của công ty là một thiết bị nhà thông minh."
"ETS-RC-5","differ","khác nhau","verb","/ˈdɪf.ɚ/","Opinions differ on the best solution to the problem.","Ý kiến khác nhau về giải pháp tốt nhất cho vấn đề."
"ETS-RC-5","contain","chứa đựng, bao gồm","verb","/kənˈteɪn/","This box contains all the materials you need.","Chiếc hộp này chứa tất cả các tài liệu bạn cần."
"ETS-RC-5","satisfied","hài lòng, thỏa mãn","adj","/ˈsæt̬.ɪs.faɪd/","Customers were satisfied with the service they received.","Khách hàng hài lòng với dịch vụ mà họ nhận được."
"ETS-RC-5","adjusted","được điều chỉnh cho phù hợp","adj","/əˈdʒʌs.tɪd/","The adjusted schedule will be sent to all employees.","Lịch trình đã điều chỉnh sẽ được gửi đến tất cả nhân viên."
"ETS-RC-5","section","phần, bộ phận","noun","/ˈsek.ʃən/","Please read the first section of the report.","Vui lòng đọc phần đầu tiên của báo cáo."
"ETS-RC-5","deals","các thỏa thuận, giao dịch, ưu đãi","noun","/diːlz/","The company is offering special holiday deals.","Công ty đang cung cấp các ưu đãi đặc biệt cho kỳ nghỉ."
"ETS-RC-5","customs","hải quan","noun","/ˈkʌs.təmz/","You must declare these goods at customs.","Bạn phải khai báo những hàng hóa này tại hải quan."
"ETS-RC-5","pre-owned","đã qua sử dụng","adj","/ˌpriːˈoʊnd/","The dealership sells both new and pre-owned cars.","Đại lý bán cả xe mới và xe đã qua sử dụng."
"ETS-RC-5","nearly","gần như","adverb","/ˈnɪr.li/","The project is nearly finished.","Dự án gần như đã hoàn thành."
"ETS-RC-5","factor","yếu tố","noun","/ˈfæk.tɚ/","Cost is an important factor in the decision.","Chi phí là một yếu tố quan trọng trong quyết định."
"ETS-RC-5","predict","dự đoán","verb","/prɪˈdɪkt/","Experts predict a rise in fuel prices.","Các chuyên gia dự đoán giá nhiên liệu sẽ tăng."
"ETS-RC-5","retain","giữ lại, duy trì","verb","/rɪˈteɪn/","The company aims to retain skilled employees.","Công ty muốn giữ lại những nhân viên có tay nghề."
"ETS-RC-5","prefabricated","lắp ghép sẵn","adj","/ˌpriːˈfæb.rɪ.keɪ.tɪd/","They live in a prefabricated house.","Họ sống trong một ngôi nhà lắp ghép sẵn."
"ETS-RC-5","familiarize oneself with","làm quen với","verb","/fəˈmɪl.jə.raɪz wɪð/","Employees should familiarize themselves with the safety procedures.","Nhân viên nên làm quen với các quy trình an toàn."
"ETS-RC-5","procedure","quy trình hoặc thủ tục","noun","/prəˈsiː.dʒɚ/","The procedure for applying for a visa is straightforward.","Thủ tục xin visa rất đơn giản."
"ETS-RC-5","deposit","khoản tiền đặt cọc hoặc gửi ngân hàng","noun","/dɪˈpɑː.zɪt/","A deposit is required to secure your booking.","Cần một khoản đặt cọc để giữ chỗ của bạn."
"ETS-RC-5","lack","sự thiếu hụt","noun","/læk/","The project was delayed due to a lack of resources.","Dự án bị trì hoãn do thiếu nguồn lực."
"ETS-RC-5","political","liên quan đến chính trị","adj","/pəˈlɪt̬.ɪ.kəl/","The country is facing a major political crisis.","Đất nước đang đối mặt với một cuộc khủng hoảng chính trị lớn."
"ETS-RC-5","term","nhiệm kỳ hoặc thuật ngữ","noun","/tɝːm/","He was elected for a four-year term as president.","Ông ấy được bầu làm chủ tịch với nhiệm kỳ bốn năm."
"ETS-RC-5","acquire","mua hoặc đạt được thứ gì đó","verb","/əˈkwaɪɚ/","The company plans to acquire a smaller competitor.","Công ty dự định mua lại một đối thủ nhỏ hơn."
"ETS-RC-5","meet one’s demand","đáp ứng nhu cầu của ai đó","verb","/miːt wʌnz dɪˈmænd/","We work hard to meet our customers’ demands.","Chúng tôi làm việc chăm chỉ để đáp ứng nhu cầu của khách hàng."
"ETS-RC-5","generously","một cách hào phóng","adverb","/ˈdʒen.ɚ.əs.li/","She generously donated to the charity.","Cô ấy đã hào phóng quyên góp cho tổ chức từ thiện."
"ETS-RC-5","including","bao gồm","preposition","/ɪnˈkluː.dɪŋ/","The price includes tax and service charges.","Giá bao gồm thuế và phí dịch vụ."
"ETS-RC-5","soothing","làm dịu, dễ chịu","adj","/ˈsuː.ðɪŋ/","The spa offers soothing music and aromas.","Spa cung cấp âm nhạc và hương thơm dễ chịu."
"ETS-RC-5","debate","cuộc tranh luận","noun","/dɪˈbeɪt/","There will be a debate on climate policy tomorrow.","Sẽ có một cuộc tranh luận về chính sách khí hậu vào ngày mai."
"ETS-RC-5","closely","sát sao","adverb","/ˈkloʊs.li/","The manager closely monitors the team’s performance.","Quản lý theo dõi sát sao hiệu suất của nhóm."
"ETS-RC-5","tend to","có xu hướng","verb","/tend tuː/","People tend to shop more during holiday seasons.","Mọi người có xu hướng mua sắm nhiều hơn vào dịp lễ."
"ETS-RC-5","proper","đúng đắn, phù hợp","adj","/ˈprɑː.pɚ/","Please wear proper attire for the meeting.","Vui lòng mặc trang phục phù hợp cho cuộc họp."
"ETS-RC-5","under construction","đang xây dựng","adj","/ˈʌn.dɚ kənˈstrʌk.ʃən/","The new bridge is currently under construction.","Cây cầu mới hiện đang được xây dựng."
"ETS-RC-5","appointment","cuộc hẹn hoặc sự bổ nhiệm","noun","/əˈpɔɪnt.mənt/","I have a dental appointment this afternoon.","Tôi có cuộc hẹn nha khoa vào chiều nay."
"ETS-RC-5","manufacturing","quá trình sản xuất hàng hóa","noun","/ˌmæn.jəˈfæk.tʃɚ.ɪŋ/","The company specializes in car manufacturing.","Công ty chuyên sản xuất ô tô."
"ETS-RC-5","if not","nếu không","conjunction","/ɪf nɑːt/","You should call ahead, if not, you may have to wait.","Bạn nên gọi trước, nếu không, bạn có thể phải chờ."
"ETS-RC-5","competitor","đối thủ cạnh tranh","noun","/kəmˈpet̬.ə.t̬ɚ/","Our main competitor just launched a new product.","Đối thủ chính của chúng ta vừa ra mắt sản phẩm mới."
"ETS-RC-5","clockwise","theo chiều kim đồng hồ","adverb","/ˈklɑːk.waɪz/","Turn the screw clockwise to tighten it.","Vặn ốc theo chiều kim đồng hồ để siết chặt."
"ETS-RC-5","fit","vừa vặn, phù hợp","verb","/fɪt/","This shirt doesn’t fit me well.","Chiếc áo này không vừa với tôi."
"ETS-RC-5","clog","làm tắc nghẽn","verb","/klɑːɡ/","Leaves can clog the drain if not removed.","Lá có thể làm tắc cống nếu không được dọn."
"ETS-RC-5","consider","xem xét, cân nhắc","verb","/kənˈsɪd.ɚ/","We need to consider all options before making a decision.","Chúng ta cần xem xét mọi lựa chọn trước khi đưa ra quyết định."
"ETS-RC-5","run","quản lý, điều hành hoặc chạy","verb","/rʌn/","She runs her own business successfully.","Cô ấy điều hành doanh nghiệp của riêng mình thành công."
"ETS-RC-5","tightly","một cách chặt chẽ","adverb","/ˈtaɪt.li/","The lid is screwed on tightly.","Nắp được vặn chặt."
"ETS-RC-5","diminish","giảm bớt, làm suy giảm","verb","/dɪˈmɪn.ɪʃ/","The company's profits have diminished over the past year.","Lợi nhuận của công ty đã giảm trong năm qua."
"ETS-RC-5","outstanding","nổi bật hoặc chưa thanh toán","adj","/ˌaʊtˈstæn.dɪŋ/","She received an award for outstanding performance.","Cô ấy nhận được giải thưởng cho thành tích nổi bật."
"ETS-RC-5","guarantee","sự bảo đảm, bảo hành","noun","/ˌɡer.ənˈtiː/","The product comes with a one-year guarantee.","Sản phẩm đi kèm bảo hành một năm."
"ETS-RC-5","postage","cước phí bưu điện","noun","/ˈpoʊ.stɪdʒ/","The postage for this package is $5.","Cước phí bưu điện cho gói hàng này là 5 đô la."
"ETS-RC-5","appliance","thiết bị gia dụng","noun","/əˈplaɪ.əns/","The store sells kitchen appliances at a discount.","Cửa hàng bán thiết bị nhà bếp giảm giá."
"ETS-RC-5","plus tax","cộng thuế","phrase","/plʌs tæks/","The total price is $50 plus tax.","Tổng giá là 50 đô la cộng thêm thuế."
"ETS-RC-5","labour cost","chi phí lao động","noun","/ˈleɪ.bɚ kɑːst/","Labour costs have increased significantly this year.","Chi phí lao động đã tăng đáng kể trong năm nay."
"ETS-RC-5","established","lâu đời, đã được thành lập","adj","/ɪˈstæb.lɪʃt/","They are an established company with over 50 years in business.","Họ là một công ty lâu đời với hơn 50 năm kinh doanh."
"ETS-RC-5","virtual","ảo hoặc trực tuyến","adj","/ˈvɝː.tʃu.əl/","The company held a virtual meeting with all employees.","Công ty tổ chức cuộc họp trực tuyến với tất cả nhân viên."
"ETS-RC-5","supplement","phần bổ sung","noun","/ˈsʌp.lə.mənt/","The book includes a supplement with additional exercises.","Cuốn sách có phần bổ sung các bài tập thêm."
"ETS-RC-5","go into effect","có hiệu lực","verb","/ɡoʊ ˈɪn.tuː ɪˈfekt/","The new policy will go into effect next month.","Chính sách mới sẽ có hiệu lực vào tháng tới."
"ETS-RC-5","restrictive","hạn chế, giới hạn","adj","/rɪˈstrɪk.tɪv/","The company has restrictive policies on internet use.","Công ty có các chính sách hạn chế việc sử dụng internet."
"ETS-RC-5","reimburse","hoàn tiền hoặc bồi hoàn chi phí","verb","/ˌriː.ɪmˈbɝːs/","The company will reimburse travel expenses for the conference.","Công ty sẽ hoàn lại chi phí đi lại cho hội nghị."
"ETS-RC-5","diverse","đa dạng","adj","/daɪˈvɝːs/","The city is known for its diverse culture.","Thành phố nổi tiếng với nền văn hóa đa dạng."
"ETS-RC-5","address","giải quyết hoặc đề cập","verb","/əˈdres/","The manager addressed the concerns raised by the staff.","Quản lý đã giải quyết các vấn đề nhân viên nêu ra."
"ETS-RC-5","jointly","cùng nhau hoặc chung","adverb","/ˈdʒɔɪnt.li/","The two companies jointly developed the new software.","Hai công ty cùng nhau phát triển phần mềm mới."
"ETS-RC-6","routinely","thường xuyên","adverb","/ruːˈtiːn.li/","The equipment is routinely checked for safety.","Thiết bị được kiểm tra thường xuyên để đảm bảo an toàn."
"ETS-RC-6","openly","một cách công khai","adverb","/ˈoʊ.pən.li/","She spoke openly about the challenges she faced.","Cô ấy nói công khai về những khó khăn mình gặp phải."
"ETS-RC-6","functional","hoạt động tốt, có chức năng","adj","/ˈfʌŋk.ʃən.əl/","The new software is fully functional.","Phần mềm mới hoạt động hoàn chỉnh."
"ETS-RC-6","commercial","thuộc về thương mại","adj","/kəˈmɝː.ʃəl/","The building is used for commercial purposes.","Tòa nhà được sử dụng cho mục đích thương mại."
"ETS-RC-6","publication","sự xuất bản hoặc ấn phẩm","noun","/ˌpʌb.ləˈkeɪ.ʃən/","The latest publication will be available next month.","Ấn phẩm mới nhất sẽ có vào tháng tới."
"ETS-RC-6","search committee","hội đồng tuyển chọn","noun","/sɝːtʃ kəˈmɪt̬.i/","The search committee is reviewing all applications.","Hội đồng tuyển chọn đang xem xét tất cả hồ sơ."
"ETS-RC-6","candidate","ứng viên","noun","/ˈkæn.dɪ.dət/","Each candidate must submit a resume and cover letter.","Mỗi ứng viên phải nộp sơ yếu lý lịch và thư xin việc."
"ETS-RC-6","nominate","đề cử hoặc bổ nhiệm","verb","/ˈnɑː.mə.neɪt/","The board will nominate a new chairperson.","Ban giám đốc sẽ đề cử một chủ tịch mới."
"ETS-RC-6","guarantee","sự bảo đảm, bảo hành","noun","/ˌɡer.ənˈtiː/","The contract includes a money-back guarantee.","Hợp đồng bao gồm bảo đảm hoàn tiền."
"ETS-RC-6","neutral","trung lập, không thiên vị","adj","/ˈnuː.trəl/","The mediator remained neutral throughout the discussion.","Người hòa giải giữ thái độ trung lập suốt cuộc thảo luận."
"ETS-RC-6","room","không gian hoặc cơ hội","noun","/ruːm/","There is room for improvement in our process.","Có chỗ để cải thiện trong quy trình của chúng ta."
"ETS-RC-6","attendee","người tham dự","noun","/ə.tenˈdiː/","Each attendee will receive a copy of the agenda.","Mỗi người tham dự sẽ nhận một bản sao chương trình."
"ETS-RC-6","rear","phía sau","noun","/rɪr/","The parking lot is located at the rear of the building.","Bãi đỗ xe nằm ở phía sau tòa nhà."
"ETS-RC-6","adopt","chấp nhận hoặc áp dụng","verb","/əˈdɑːpt/","The company decided to adopt a new marketing strategy.","Công ty quyết định áp dụng một chiến lược tiếp thị mới."
"ETS-RC-6","reinforce","củng cố, tăng cường","verb","/ˌriː.ɪnˈfɔːrs/","The manager reinforced the importance of punctuality.","Quản lý nhấn mạnh tầm quan trọng của việc đúng giờ."
"ETS-RC-6","warehouse","nhà kho","noun","/ˈwer.haʊs/","The goods are stored in a warehouse before shipment.","Hàng hóa được lưu trữ trong nhà kho trước khi vận chuyển."
"ETS-RC-6","treasurer","thủ quỹ, người quản lý tài chính","noun","/ˈtreʒ.ər.ɚ/","The treasurer presented the annual financial report.","Thủ quỹ đã trình bày báo cáo tài chính hàng năm."
"ETS-RC-6","resign","từ chức","verb","/rɪˈzaɪn/","He decided to resign from his position as manager.","Anh ấy quyết định từ chức khỏi vị trí quản lý."
"ETS-RC-6","housing","nhà ở","noun","/ˈhaʊ.zɪŋ/","The city is working on an affordable housing project.","Thành phố đang thực hiện một dự án nhà ở giá rẻ."
"ETS-RC-6","extended","kéo dài, mở rộng","adj","/ɪkˈsten.dɪd/","The company offers extended warranties on all products.","Công ty cung cấp bảo hành mở rộng cho tất cả sản phẩm."
"ETS-RC-6","good","hàng hóa","noun","/ɡʊd/","The store offers a wide range of imported goods.","Cửa hàng cung cấp nhiều loại hàng nhập khẩu."
"ETS-RC-6","assign","giao hoặc phân công nhiệm vụ","verb","/əˈsaɪn/","The manager will assign tasks to each team member.","Quản lý sẽ phân công nhiệm vụ cho từng thành viên."
"ETS-RC-6","committee","ủy ban","noun","/kəˈmɪt̬.i/","The finance committee will review the budget proposal.","Ủy ban tài chính sẽ xem xét đề xuất ngân sách."
"ETS-RC-6","notification","thông báo","noun","/ˌnoʊ.t̬ə.fəˈkeɪ.ʃən/","You will receive a notification when your order ships.","Bạn sẽ nhận thông báo khi đơn hàng được gửi đi."
"ETS-RC-6","tenant","người thuê nhà","noun","/ˈten.ənt/","The tenant must pay rent by the first of each month.","Người thuê phải trả tiền thuê vào ngày mùng một hàng tháng."
"ETS-RC-6","a selection of","một loạt","noun","/ə səˈlek.ʃən əv/","The store offers a selection of fresh fruits and vegetables.","Cửa hàng cung cấp một loạt trái cây và rau tươi."
"ETS-RC-6","biography","tiểu sử","noun","/baɪˈɑː.ɡrə.fi/","The biography details the life of the famous scientist.","Cuốn tiểu sử kể chi tiết về cuộc đời của nhà khoa học nổi tiếng."
"ETS-RC-6","notice","thông báo hoặc sự chú ý","noun","/ˈnoʊ.t̬ɪs/","Employees must give two weeks' notice before leaving.","Nhân viên phải thông báo trước hai tuần trước khi nghỉ việc."
"ETS-RC-6","undercooked","chưa chín","adj","/ˌʌn.dɚˈkʊkt/","The chicken was undercooked and had to be returned to the kitchen.","Thịt gà chưa chín và phải được trả lại bếp."
"ETS-RC-6","allocate","phân bổ, chỉ định","verb","/ˈæl.ə.keɪt/","The company will allocate funds for staff training.","Công ty sẽ phân bổ ngân sách cho việc đào tạo nhân viên."
"ETS-RC-6","imprint","dấu ấn","noun","/ˈɪm.prɪnt/","The brand's logo left a strong imprint on customers' minds.","Logo thương hiệu để lại dấu ấn mạnh mẽ trong tâm trí khách hàng."
"ETS-RC-6","economize","tiết kiệm","verb","/ɪˈkɑː.nə.maɪz/","We need to economize on energy during the winter.","Chúng ta cần tiết kiệm năng lượng trong mùa đông."
"ETS-RC-6","rationalize","hợp lý hóa","verb","/ˈræʃ.ə.nəl.aɪz/","The company is trying to rationalize its production process.","Công ty đang cố gắng hợp lý hóa quy trình sản xuất."
"ETS-RC-6","tailor","điều chỉnh cho phù hợp","verb","/ˈteɪ.lɚ/","We tailor our services to meet individual customer needs.","Chúng tôi điều chỉnh dịch vụ để đáp ứng nhu cầu từng khách hàng."
