"Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"ETS-LC-4","retain","giữ lại, duy trì","verb","/rɪˈteɪn/","The company aims to retain talented employees.","Công ty đặt mục tiêu giữ chân nhân viên tài năng."
"ETS-LC-4","implement","thực hiện hoặc áp dụng","verb","/ˈɪm.plə.ment/","The company decided to implement the new policy next month.","Công ty quyết định áp dụng chính sách mới vào tháng tới."
"ETS-LC-4","collaboration","sự hợp tác","noun","/kəˌlæb.əˈreɪ.ʃən/","The project was completed through close collaboration between teams.","Dự án được hoàn thành nhờ sự hợp tác chặt chẽ giữa các nhóm."
"ETS-LC-4","heads-up","lời cảnh báo trước","noun","/ˈhedzˌʌp/","Thanks for the heads-up about the meeting reschedule.","Cảm ơn vì đã báo trước về việc dời lịch họp."
"ETS-LC-4","potential","tiềm năng","noun","/pəˈten.ʃəl/","The manager sees great potential in the new recruit.","Quản lý thấy tiềm năng lớn ở nhân viên mới."
"ETS-LC-4","motivate","thúc đẩy, truyền cảm hứng cho ai đó làm gì","verb","/ˈmoʊ.t̬ə.veɪt/","Managers must know how to motivate their teams effectively.","Quản lý phải biết cách truyền động lực hiệu quả cho nhóm của mình."
"ETS-LC-5","kneel down","quỳ xuống","verb","/niːl daʊn/","The technician kneeled down to fix the wiring under the desk.","Kỹ thuật viên đã quỳ xuống để sửa dây điện dưới bàn."
"ETS-LC-5","ceiling","trần nhà","noun","/ˈsiː.lɪŋ/","The ceiling in the conference room was recently painted.","Trần phòng họp vừa được sơn lại gần đây."
"ETS-LC-5","whole","toàn bộ, đầy đủ","adj","/hoʊl/","We reviewed the whole report before the presentation.","Chúng tôi đã xem lại toàn bộ báo cáo trước buổi thuyết trình."
"ETS-LC-5","mural","tranh tường","noun","/ˈmjʊr.əl/","A large mural decorates the wall of the main lobby.","Một bức tranh tường lớn trang trí bức tường của sảnh chính."
"ETS-LC-5","have an opening","có vị trí trống","verb","/hæv æn ˈoʊ.pən.ɪŋ/","We currently have an opening in the marketing department.","Hiện chúng tôi có một vị trí trống trong phòng marketing."
"ETS-LC-5","recital","buổi biểu diễn nghệ thuật","noun","/rɪˈsaɪ.t̬əl/","Her piano recital will take place at the community hall.","Buổi biểu diễn piano của cô ấy sẽ diễn ra tại hội trường cộng đồng."
"ETS-LC-5","receptionist","người làm lễ tân","noun","/rɪˈsep.ʃən.ɪst/","The receptionist greeted the visitors with a smile.","Lễ tân chào đón khách bằng một nụ cười."
"ETS-LC-5","awfully","vô cùng, cực kỳ (thường mang nghĩa tiêu cực)","adverb","/ˈɑː.fəl.i/","It was awfully noisy in the lobby this morning.","Sảnh chờ sáng nay ồn ào khủng khiếp."
"ETS-LC-5","high-rise","tòa nhà cao tầng","noun","/ˈhaɪˌraɪz/","They live in a high-rise overlooking the business district.","Họ sống trong một tòa nhà cao tầng nhìn ra khu thương mại."
"ETS-LC-5","sales report","báo cáo doanh số","noun","/seɪlz rɪˈpɔːrt/","The manager reviewed the monthly sales report during the meeting.","Quản lý đã xem lại báo cáo doanh số hàng tháng trong cuộc họp."
"ETS-LC-5","shipment","lô hàng vận chuyển","noun","/ˈʃɪp.mənt/","The shipment is scheduled to arrive on Friday.","Lô hàng dự kiến đến vào thứ Sáu."
"ETS-LC-5","assembly","sự lắp ráp hoặc cuộc họp","noun","/əˈsem.bli/","The final assembly of the product takes place in this facility.","Khâu lắp ráp cuối cùng của sản phẩm diễn ra tại cơ sở này."
"ETS-LC-5","layout","bố cục, cách sắp xếp","noun","/ˈleɪ.aʊt/","The designer proposed a new layout for the office space.","Nhà thiết kế đề xuất một bố cục mới cho không gian văn phòng."
"ETS-LC-5","revenue","doanh thu","noun","/ˈrev.ə.nuː/","The company’s quarterly revenue exceeded expectations.","Doanh thu quý của công ty vượt mong đợi."
"ETS-LC-5","informative","cung cấp thông tin hữu ích","adj","/ɪnˈfɔːr.mə.t̬ɪv/","The seminar was very informative and well-organized.","Buổi hội thảo rất nhiều thông tin và tổ chức tốt."
"ETS-LC-5","cost estimate","bản ước tính chi phí","noun","/kɑːst ˈes.tə.meɪt/","We requested a cost estimate for the renovation project.","Chúng tôi đã yêu cầu bảng ước tính chi phí cho dự án cải tạo."
"ETS-LC-5","manufacture","sản xuất hàng loạt","verb","/ˌmæn.jəˈfæk.tʃɚ/","The company manufactures electronic components for smartphones.","Công ty sản xuất linh kiện điện tử cho điện thoại thông minh."
"ETS-LC-5","be in charge of","chịu trách nhiệm về","verb","/bi ɪn tʃɑːrdʒ əv/","She is in charge of organizing the annual conference.","Cô ấy chịu trách nhiệm tổ chức hội nghị thường niên."
"ETS-LC-5","shut off","tắt máy, thiết bị hoặc dòng chảy","verb","/ʃʌt ɔːf/","Please shut off the lights when you leave the room.","Vui lòng tắt đèn khi bạn rời khỏi phòng."
"ETS-LC-5","participate","tham gia","verb","/pɑːrˈtɪs.ə.peɪt/","All employees are encouraged to participate in training sessions.","Tất cả nhân viên được khuyến khích tham gia các buổi đào tạo."
"ETS-LC-5","expiration date","ngày hết hạn","noun","/ˌek.spəˈreɪ.ʃən deɪt/","Please check the expiration date on the product label.","Vui lòng kiểm tra ngày hết hạn trên nhãn sản phẩm."
"ETS-LC-5","retirement","nghỉ hưu","noun","/rɪˈtaɪr.mənt/","He’s looking forward to his retirement next year.","Ông ấy đang mong chờ nghỉ hưu vào năm sau."
"ETS-LC-5","authorize","ủy quyền, cho phép chính thức","verb","/ˈɑː.θə.raɪz/","Only managers are authorized to approve budget changes.","Chỉ có quản lý mới được phép phê duyệt thay đổi ngân sách."
"ETS-LC-5","identify","nhận diện hoặc xác định","verb","/aɪˈden.t̬ə.faɪ/","Please identify yourself at the reception desk.","Vui lòng xuất trình danh tính tại quầy lễ tân."
"ETS-LC-5","generate","tạo ra, sản xuất","verb","/ˈdʒen.ə.reɪt/","The project generated a lot of interest.","Dự án đã tạo ra nhiều sự quan tâm."
"ETS-LC-5","efficiency","hiệu quả, năng suất","noun","/ɪˈfɪʃ.ən.si/","They improved the efficiency of the system.","Họ đã cải thiện hiệu quả của hệ thống."
"ETS-LC-5","testimonial","lời chứng thực, nhận xét","noun","/ˌtes.təˈmoʊ.ni.əl/","She gave a testimonial about the service.","Cô ấy đã đưa ra lời chứng thực về dịch vụ."
"ETS-LC-5","resurface","xuất hiện lại, quay lại","verb","/ˌriːˈsɝː.fəs/","The issue resurfaced after the meeting.","Vấn đề lại xuất hiện sau cuộc họp."
"ETS-LC-5","representative","người đại diện","noun","/ˌrep.rɪˈzen.tə.tɪv/","The company sent a representative to the event.","Công ty đã cử một người đại diện đến sự kiện."
"ETS-LC-5","approval","sự chấp thuận","noun","/əˈpruː.vəl/","We are waiting for management approval.","Chúng tôi đang chờ sự chấp thuận từ ban quản lý."
"ETS-LC-5","knowledgeable","am hiểu, có kiến thức","adjective","/ˈnɒ.lɪ.dʒə.bəl/","She is very knowledgeable about marketing.","Cô ấy rất am hiểu về tiếp thị."
"ETS-LC-5","compliment","lời khen","noun / verb","/ˈkɒm.plɪ.mənt/","She received a compliment on her presentation.","Cô ấy nhận được lời khen về bài thuyết trình."
"ETS-LC-5","obtain","đạt được, giành được","verb","/əbˈteɪn/","You need to obtain a permit before construction.","Bạn cần có giấy phép trước khi xây dựng."
"ETS-LC-5","financing","cấp vốn, tài trợ","noun","/ˈfaɪ.næns.ɪŋ/","The company is seeking financing for the new project.","Công ty đang tìm kiếm nguồn tài trợ cho dự án mới."
"ETS-LC-5","coordinator","người điều phối","noun","/kəʊˈɔː.dɪ.neɪ.tər/","The event coordinator managed everything well.","Người điều phối sự kiện đã quản lý mọi việc tốt."
"ETS-LC-5","attract","thu hút","verb","/əˈtrækt/","The store uses discounts to attract customers.","Cửa hàng dùng giảm giá để thu hút khách hàng."
"ETS-LC-5","draft","bản nháp","noun / verb","/drɑːft/","He wrote a draft of the proposal.","Anh ấy đã viết bản nháp của đề xuất."
"ETS-LC-5","standard","tiêu chuẩn","noun / adjective","/ˈstæn.dəd/","This hotel meets international standards.","Khách sạn này đạt tiêu chuẩn quốc tế."
"ETS-LC-5","identification","giấy tờ tùy thân","noun","/aɪˌden.tɪ.fɪˈkeɪ.ʃən/","Please show your identification.","Vui lòng xuất trình giấy tờ tùy thân."
"ETS-LC-5","come along","đến, xuất hiện / tiến triển","phrasal verb","/kʌm əˈlɒŋ/","A new opportunity came along.","Một cơ hội mới đã xuất hiện."
"ETS-LC-5","by means of","bằng cách, thông qua","phrase","/baɪ ˈmiːnz əv/","He solved the issue by means of negotiation.","Anh ấy giải quyết vấn đề thông qua thương lượng."
"ETS-LC-5","specialized","chuyên môn, chuyên biệt","adjective","/ˈspeʃ.əl.aɪzd/","She has specialized skills in graphic design.","Cô ấy có kỹ năng chuyên môn về thiết kế đồ họa."
"ETS-LC-5","feature","đặc điểm / có đặc điểm","noun / verb","/ˈfiː.tʃər/","This phone features a high-resolution camera.","Chiếc điện thoại này có camera độ phân giải cao."
"ETS-LC-5","job description","mô tả công việc","noun","/dʒɒb dɪˈskrɪp.ʃən/","Read the job description before applying.","Hãy đọc mô tả công việc trước khi nộp đơn."
"ETS-LC-5","valid","hợp lệ, có hiệu lực","adjective","/ˈvæl.ɪd/","The coupon is valid until the end of the month.","Phiếu giảm giá có hiệu lực đến hết tháng."
"ETS-LC-5","crowded","đông đúc","adjective","/ˈkraʊ.dɪd/","The train was very crowded this morning.","Chuyến tàu sáng nay rất đông."
"ETS-LC-5","challenging","đầy thử thách","adjective","/ˈtʃæl.ɪn.dʒɪŋ/","This project is very challenging.","Dự án này rất khó khăn."
"ETS-LC-5","confirm","xác nhận","verb","/kənˈfɜːm/","Please confirm your attendance.","Vui lòng xác nhận việc tham dự của bạn."
"ETS-LC-5","set aside","để dành, gác lại","phrasal verb","/set əˈsaɪd/","Please set aside some money for emergencies.","Vui lòng để dành một ít tiền cho trường hợp khẩn cấp."
"ETS-LC-5","increase","tăng, sự gia tăng","verb / noun","/ɪnˈkriːs/ (v), /ˈɪn.kriːs/ (n)","Prices increased by 10%.","Giá đã tăng 10%."
"ETS-LC-5","available","có sẵn, sẵn sàng sử dụng","adjective","/əˈveɪ.lə.bəl/","Is this product available in blue?","Sản phẩm này có sẵn màu xanh không?"
"ETS-LC-5","expedite","đẩy nhanh, xúc tiến","verb","/ˈek.spə.daɪt/","We need to expedite the delivery process.","Chúng ta cần xúc tiến quy trình giao hàng."
"ETS-LC-5","consultation","sự tư vấn","noun","/ˌkɒn.sʌlˈteɪ.ʃən/","You can schedule a free consultation.","Bạn có thể đặt lịch tư vấn miễn phí."
"ETS-LC-5","estate","bất động sản, tài sản","noun","/ɪˈsteɪt/","He inherited a large estate.","Anh ta thừa kế một khối tài sản lớn."
"ETS-LC-5","landscaping","cảnh quan, trang trí vườn","noun","/ˈlænd.skeɪ.pɪŋ/","The hotel has beautiful landscaping.","Khách sạn có cảnh quan tuyệt đẹp."
"ETS-LC-5","volunteer","tình nguyện viên, làm việc không công","noun / verb","/ˌvɒl.ənˈtɪər/","She volunteers at the local shelter.","Cô ấy làm tình nguyện tại nơi trú ẩn địa phương."
"ETS-LC-5","be eligible for","đủ điều kiện cho","phrase","/ˈel.ɪ.dʒə.bəl/","Only members are eligible for discounts.","Chỉ thành viên mới đủ điều kiện để được giảm giá."
"ETS-LC-5","complimentary","miễn phí, khen ngợi","adjective","/ˌkɒm.plɪˈmen.tər.i/","The hotel offers complimentary breakfast.","Khách sạn cung cấp bữa sáng miễn phí."
"ETS-LC-5","house","chứa, cung cấp nơi ở","verb (also noun)","/haʊs/","The building houses a museum.","Tòa nhà này là nơi đặt bảo tàng."
"ETS-LC-5","botanical garden","vườn bách thảo","noun","/bəˌtæn.ɪ.kəl ˈɡɑː.dən/","We visited the botanical garden last weekend.","Chúng tôi đã đến thăm vườn bách thảo vào cuối tuần trước."
"ETS-LC-5","administrative","thuộc về hành chính","adjective","/ədˈmɪn.ɪ.strə.tɪv/","He has an administrative role in the company.","Anh ấy có vai trò hành chính trong công ty."
"ETS-LC-5","deadline","hạn chót","noun","/ˈded.laɪn/","The project deadline is next Friday.","Hạn chót của dự án là thứ Sáu tới."
"ETS-LC-5","alternative","sự lựa chọn khác, thay thế","noun / adjective","/ɒlˈtɜː.nə.tɪv/","We need to find an alternative solution.","Chúng ta cần tìm một giải pháp thay thế."
"ETS-LC-5","retrieve","lấy lại, truy xuất","verb","/rɪˈtriːv/","She retrieved the file from the computer.","Cô ấy đã lấy lại tập tin từ máy tính."
"ETS-LC-5","end up in","kết thúc ở, rơi vào","phrasal verb","/end ʌp ɪn/","He ended up in the hospital.","Anh ấy đã kết thúc trong bệnh viện."
"ETS-LC-5","leftover","thức ăn thừa","noun / adjective","/ˈleftˌəʊ.vər/","We had leftovers from last night's dinner.","Chúng tôi còn lại thức ăn từ bữa tối hôm qua."
"ETS-LC-5","instructions","hướng dẫn","noun (plural)","/ɪnˈstrʌk.ʃənz/","Read the instructions before use.","Đọc hướng dẫn trước khi sử dụng."
"ETS-LC-5","organize","tổ chức, sắp xếp","verb","/ˈɔː.ɡən.aɪz/","They organized a meeting.","Họ đã tổ chức một cuộc họp."
"ETS-LC-5","gather","tập hợp, thu thập","verb","/ˈɡæð.ər/","People gathered in the hall.","Mọi người đã tập trung trong hội trường."
"ETS-LC-5","press conference","họp báo","noun","/pres ˈkɒn.fər.əns/","The CEO held a press conference.","Giám đốc điều hành đã tổ chức một buổi họp báo."
"ETS-LC-5","underway","đang tiến hành","adjective","/ˌʌn.dəˈweɪ/","The project is now underway.","Dự án hiện đang được tiến hành."
"ETS-LC-5","prototype","nguyên mẫu","noun","/ˈprəʊ.tə.taɪp/","They tested a new car prototype.","Họ đã thử nghiệm nguyên mẫu xe mới."
"ETS-LC-5","deny","phủ nhận, từ chối","verb","/dɪˈnaɪ/","He denied the accusation.","Anh ta phủ nhận cáo buộc."
"ETS-LC-5","responsibility","trách nhiệm","noun","/rɪˌspɒn.səˈbɪl.ə.ti/","He took full responsibility.","Anh ấy chịu hoàn toàn trách nhiệm."
"ETS-LC-5","settle into","ổn định, quen với môi trường mới","phrasal verb","/ˈset.əl ˈɪn.tuː/","He settled into his new job quickly.","Anh ấy nhanh chóng ổn định với công việc mới."
"ETS-LC-5","point out","chỉ ra, lưu ý","phrasal verb","/pɔɪnt aʊt/","She pointed out the mistake.","Cô ấy đã chỉ ra lỗi sai."
"ETS-LC-5","take advantage of","tận dụng, lợi dụng","phrase","/teɪk ədˈvɑːn.tɪdʒ əv/","Take advantage of the discount.","Tận dụng ưu đãi giảm giá."
"ETS-LC-5","price quote","báo giá","noun","/praɪs kwəʊt/","We requested a price quote.","Chúng tôi đã yêu cầu báo giá."
"ETS-LC-5","custodial staff","nhân viên tạp vụ","noun","/kʌsˈtəʊ.di.əl stɑːf/","The custodial staff cleaned the building.","Nhân viên vệ sinh đã dọn dẹp tòa nhà."
"ETS-LC-5","polish","đánh bóng, làm cho sáng bóng","verb/noun","/ˈpɒl.ɪʃ/","She polished the silver.","Cô ấy đã đánh bóng bạc."
"ETS-LC-6","shovel","cái xẻng; xúc bằng xẻng","noun/verb","/ˈʃʌv.əl/","He used a shovel to clear the snow.","Anh ấy dùng xẻng để dọn tuyết."
"ETS-LC-6","walkway","lối đi bộ","noun","/ˈwɔːk.weɪ/","There’s a walkway between the buildings.","Có một lối đi bộ giữa các tòa nhà."
"ETS-LC-6","tray","khay, mâm","noun","/treɪ/","She carried a tray of food.","Cô ấy bê một khay đồ ăn."
"ETS-LC-6","trolley","xe đẩy","noun","/ˈtrɒl.i/","The airport trolley was full.","Chiếc xe đẩy ở sân bay đầy đồ."
"ETS-LC-6","replace","thay thế","verb","/rɪˈpleɪs/","We need to replace the broken chair.","Chúng tôi cần thay chiếc ghế bị hỏng."
"ETS-LC-6","outdoor","ngoài trời","adjective","/ˌaʊtˈdɔːr/","They enjoy outdoor activities.","Họ thích các hoạt động ngoài trời."
"ETS-LC-6","unoccupied","trống, chưa có người sử dụng","adjective","/ʌnˈɒk.jʊ.paɪd/","The room is unoccupied.","Phòng đang trống."
"ETS-LC-6","arrange","sắp xếp, thu xếp","verb","/əˈreɪndʒ/","They arranged the chairs in a circle.","Họ sắp xếp ghế thành vòng tròn."
"ETS-LC-6","entrance","lối vào","noun","/ˈen.trəns/","They stood at the entrance of the building.","Họ đứng ở lối vào của tòa nhà."
"ETS-LC-6","pile","chồng, đống","noun/verb","/paɪl/","She stacked the books in a pile.","Cô ấy xếp sách thành một chồng."
"ETS-LC-6","brick","viên gạch","noun","/brɪk/","The wall was made of bricks.","Bức tường được làm từ gạch."
"ETS-LC-6","reasonable","hợp lý, phải chăng","adjective","/ˈriː.zən.ə.bəl/","The prices are reasonable.","Giá cả hợp lý."
"ETS-LC-6","sign up for","đăng ký tham gia","phrasal verb","/saɪn ʌp fɔːr/","I signed up for the course.","Tôi đã đăng ký khóa học."
"ETS-LC-6","subscription","sự đăng ký dịch vụ","noun","/səbˈskrɪp.ʃən/","He canceled his magazine subscription.","Anh ấy hủy đăng ký tạp chí."
"ETS-LC-6","budget","ngân sách","noun","/ˈbʌdʒ.ɪt/","We have a limited budget.","Chúng tôi có ngân sách hạn chế."
"ETS-LC-6","annual","hàng năm","adjective","/ˈæn.ju.əl/","We hold an annual meeting in June.","Chúng tôi tổ chức cuộc họp thường niên vào tháng 6."
"ETS-LC-6","maintenance","sự bảo trì","noun","/ˈmeɪn.tən.əns/","The elevator is under maintenance.","Thang máy đang được bảo trì."
"ETS-LC-6","certificate","chứng chỉ, giấy chứng nhận","noun","/səˈtɪf.ɪ.kət/","She received a training certificate.","Cô ấy nhận được chứng chỉ đào tạo."
"ETS-LC-6","issue","ban hành, cấp phát","verb/noun","/ˈɪʃ.uː/","The government issued a new policy.","Chính phủ đã ban hành chính sách mới."
"ETS-LC-6","in effect","có hiệu lực","phrase","/ɪn ɪˈfekt/","The new rules are now in effect.","Các quy định mới hiện đang có hiệu lực."
"ETS-LC-6","renovation","cải tạo, tu sửa","noun","/ˌren.əˈveɪ.ʃən/","The building is closed for renovation.","Tòa nhà đóng cửa để cải tạo."
"ETS-LC-6","latest","mới nhất","adjective","/ˈleɪ.tɪst/","Have you seen the latest news?","Bạn đã xem tin tức mới nhất chưa?"
"ETS-LC-6","successful","thành công","adjective","/səkˈses.fəl/","She is a successful businesswoman.","Cô ấy là một nữ doanh nhân thành công."
"ETS-LC-6","selection","sự lựa chọn","noun","/sɪˈlek.ʃən/","The store offers a wide selection of shoes.","Cửa hàng có nhiều lựa chọn giày."
"ETS-LC-6","overseas","ở nước ngoài","adverb/adjective","/ˌəʊ.vəˈsiːz/","He works overseas.","Anh ấy làm việc ở nước ngoài."
"ETS-LC-6","candidate","ứng viên","noun","/ˈkæn.dɪ.dət/","There were many candidates for the job.","Có nhiều ứng viên cho công việc đó."
"ETS-LC-6","contract","hợp đồng","noun/verb","/ˈkɒn.trækt/ (noun), /kənˈtrækt/ (verb)","The company signed a new contract.","Công ty đã ký một hợp đồng mới."
"ETS-LC-6","lease","hợp đồng thuê","noun/verb","/liːs/","They signed a one-year lease.","Họ đã ký hợp đồng thuê một năm."
"ETS-LC-6","expire","hết hạn","verb","/ɪkˈspaɪər/","My passport will expire next month.","Hộ chiếu của tôi sẽ hết hạn vào tháng sau."
"ETS-LC-6","afford","có đủ khả năng chi trả","verb","/əˈfɔːd/","We can't afford a new car.","Chúng tôi không đủ khả năng mua xe mới."
"ETS-LC-6","launch","ra mắt, khai trương","verb/noun","/lɔːntʃ/","The company launched a new product.","Công ty đã ra mắt sản phẩm mới."
"ETS-LC-6","access","truy cập, sự truy cập","verb/noun","/ˈæk.ses/","You need a password to access the file.","Bạn cần mật khẩu để truy cập tệp."
"ETS-LC-6","competitor","đối thủ cạnh tranh","noun","/kəmˈpet.ɪ.tər/","Our main competitor lowered their prices.","Đối thủ chính của chúng tôi đã giảm giá."
"ETS-LC-6","commute","đi lại giữa nhà và nơi làm việc","verb/noun","/kəˈmjuːt/","I commute to work by train.","Tôi đi làm bằng tàu."
"ETS-LC-6","upcoming","sắp tới","adjective","/ˈʌpˌkʌm.ɪŋ/","We are preparing for the upcoming event.","Chúng tôi đang chuẩn bị cho sự kiện sắp tới."
"ETS-LC-6","deadline","hạn chót","noun","/ˈded.laɪn/","We must meet the deadline.","Chúng ta phải hoàn thành trước hạn chót."
"ETS-LC-6","reach","đến, chạm tới","verb","/riːtʃ/","We reached the hotel at noon.","Chúng tôi đến khách sạn vào buổi trưa."
"ETS-LC-6","appointment","cuộc hẹn","noun","/əˈpɔɪnt.mənt/","I have a doctor's appointment at 10 a.m.","Tôi có cuộc hẹn với bác sĩ lúc 10 giờ sáng."
"ETS-LC-6","book","đặt trước","verb","/bʊk/","I booked a room at the hotel.","Tôi đã đặt một phòng ở khách sạn."
"ETS-LC-6","unfortunately","thật không may","adverb","/ʌnˈfɔː.tʃən.ət.li/","Unfortunately, we missed the train.","Thật không may, chúng tôi đã lỡ chuyến tàu."
"ETS-LC-6","last","kéo dài","verb","/læst/","The meeting lasted two hours.","Cuộc họp kéo dài hai tiếng."
"ETS-LC-6","recharge","sạc lại","verb","/ˌriːˈtʃɑːrdʒ/","I need to recharge my phone.","Tôi cần sạc lại điện thoại."
"ETS-LC-6","limited","bị giới hạn","adjective","/ˈlɪm.ɪ.tɪd/","Supplies are limited.","Nguồn cung bị giới hạn."
"ETS-LC-6","payment","khoản thanh toán","noun","/ˈpeɪ.mənt/","Your payment was successful.","Thanh toán của bạn đã thành công."
"ETS-LC-6","handle","xử lý, giải quyết","verb","/ˈhæn.dəl/","He handled the situation well.","Anh ấy đã xử lý tình huống tốt."
"ETS-LC-6","process","quá trình / xử lý","noun / verb","/ˈprəʊ.ses/","The application process is simple.","Quy trình đăng ký rất đơn giản."
"ETS-LC-6","include","bao gồm","verb","/ɪnˈkluːd/","The price includes breakfast.","Giá bao gồm bữa sáng."
"ETS-LC-6","local","địa phương","adjective / noun","/ˈləʊ.kəl/","We support local businesses.","Chúng tôi hỗ trợ doanh nghiệp địa phương."
"ETS-LC-6","approve","chấp thuận, phê duyệt","verb","/əˈpruːv/","The manager approved the budget.","Người quản lý đã phê duyệt ngân sách."
"ETS-LC-6","cost estimate","dự toán chi phí","noun","/kɒst ˈes.tɪ.mət/","We received a cost estimate for the project.","Chúng tôi đã nhận được dự toán chi phí cho dự án."
"ETS-LC-6","improve","cải thiện","verb","/ɪmˈpruːv/","We need to improve our service.","Chúng tôi cần cải thiện dịch vụ."
"ETS-LC-6","expand","mở rộng","verb","/ɪkˈspænd/","The company plans to expand overseas.","Công ty dự định mở rộng ra nước ngoài."
"ETS-LC-6","election","cuộc bầu cử","noun","/ɪˈlek.ʃən/","The election will be held next month.","Cuộc bầu cử sẽ được tổ chức vào tháng sau."
"ETS-LC-6","charity","tổ chức từ thiện, lòng từ thiện","noun","/ˈtʃær.ə.ti/","They donated money to a charity.","Họ đã quyên tiền cho một tổ chức từ thiện."
"ETS-LC-6","branch","chi nhánh","noun","/brɑːntʃ/","We opened a new branch in Da Nang.","Chúng tôi đã mở một chi nhánh mới ở Đà Nẵng."
"ETS-LC-6","commercial","thuộc về thương mại","adjective / noun","/kəˈmɜː.ʃəl/","He works in commercial real estate.","Anh ấy làm việc trong lĩnh vực bất động sản thương mại."
"ETS-LC-6","license","giấy phép","noun","/ˈlaɪ.səns/","You need a license to drive.","Bạn cần giấy phép để lái xe."
"ETS-LC-6","application","đơn xin, ứng dụng","noun","/ˌæp.lɪˈkeɪ.ʃən/","Your application was approved.","Đơn của bạn đã được chấp thuận."
"ETS-LC-6","venue","địa điểm tổ chức sự kiện","noun","/ˈven.juː/","The concert venue was packed.","Địa điểm tổ chức buổi hòa nhạc đã chật kín người."
"ETS-LC-6","registration","sự đăng ký","noun","/ˌredʒ.ɪˈstreɪ.ʃən/","Online registration is now open.","Việc đăng ký trực tuyến hiện đã mở."
"ETS-LC-6","investor","nhà đầu tư","noun","/ɪnˈves.tər/","The investor decided to fund the project.","Nhà đầu tư đã quyết định tài trợ cho dự án."
"ETS-LC-6","assistance","sự giúp đỡ","noun","/əˈsɪs.təns/","Thank you for your assistance.","Cảm ơn vì sự giúp đỡ của bạn."
"ETS-LC-6","enroll","đăng ký","verb","/ɪnˈrəʊl/","I want to enroll in a language course.","Tôi muốn đăng ký một khóa học ngôn ngữ."
"ETS-LC-6","accountant","người làm kế toán","noun","/əˈkaʊn.tənt/","The accountant prepared the financial report.","Kế toán đã chuẩn bị báo cáo tài chính."
"ETS-LC-6","store","cửa hàng; lưu trữ","noun; verb","/stɔːr/","I bought this at a clothing store.","Tôi đã mua cái này ở một cửa hàng quần áo."
"ETS-LC-6","warehouse","nhà kho","noun","/ˈweə.haʊs/","The products are kept in the warehouse.","Các sản phẩm được lưu trữ trong nhà kho."
"ETS-LC-6","inconvenience","sự bất tiện","noun","/ˌɪn.kənˈviː.ni.əns/","Sorry for the inconvenience.","Xin lỗi vì sự bất tiện."
"ETS-LC-6","inventory","hàng tồn kho, kiểm kê hàng hóa","noun","/ˈɪn.vən.tər.i/","We checked the inventory before shipping.","Chúng tôi đã kiểm tra hàng tồn kho trước khi giao hàng."
"ETS-LC-6","initiative","sáng kiến, sự chủ động","noun","/ɪˈnɪʃ.ə.tɪv/","She took the initiative to start the project.","Cô ấy đã chủ động khởi xướng dự án."
"ETS-LC-6","mayor","thị trưởng","noun","/ˈmeɪ.ər/","The mayor announced a new policy.","Thị trưởng đã công bố chính sách mới."
"ETS-LC-6","address","địa chỉ; phát biểu; giải quyết","noun; verb","/əˈdres/","He addressed the audience.","Anh ấy đã phát biểu trước khán giả."
"ETS-LC-6","conduct","tiến hành; hạnh kiểm","verb; noun","/kənˈdʌkt/","They conducted a survey.","Họ đã tiến hành một cuộc khảo sát."
"ETS-LC-6","resident","cư dân","noun","/ˈrez.ɪ.dənt/","She is a resident of New York.","Cô ấy là cư dân của New York."
"ETS-LC-6","diverse","đa dạng","adjective","/daɪˈvɜːs/","The team has diverse skills.","Nhóm có kỹ năng đa dạng."
"ETS-LC-6","skilled","có kỹ năng, thành thạo","adjective","/skɪld/","She is a skilled engineer.","Cô ấy là kỹ sư lành nghề."
"ETS-LC-6","recruit","tuyển dụng","verb; noun","/rɪˈkruːt/","The company is recruiting new staff.","Công ty đang tuyển nhân viên mới."
"ETS-LC-6","correct","đúng, sửa lại","verb; adjective","/kəˈrekt/","Please correct your mistakes.","Vui lòng sửa lỗi của bạn."
"ETS-LC-6","suitable","phù hợp","adjective","/ˈsuː.tə.bəl/","This movie is suitable for children.","Phim này phù hợp với trẻ em."
"ETS-LC-6","complimentary","miễn phí; ca ngợi","adjective","/ˌkɒm.plɪˈmen.tər.i/","Guests receive complimentary drinks.","Khách được tặng đồ uống miễn phí."
"ETS-LC-6","unavailable","không có sẵn","adjective","/ˌʌn.əˈveɪ.lə.bəl/","The manager is currently unavailable.","Người quản lý hiện không có mặt."
"ETS-LC-7","empty","làm trống, đổ bỏ đồ vật ra ngoài","verb","/ˈemp.ti/","The staff emptied the trash bins before closing.","Nhân viên đã đổ rác trước khi đóng cửa."
"ETS-LC-7","empty","trống rỗng, không có gì bên trong","adj","/ˈemp.ti/","Several shelves were empty after the big sale.","Nhiều kệ hàng trống trơn sau đợt giảm giá lớn."
"ETS-LC-7","examine","kiểm tra cẩn thận","verb","/ɪɡˈzæm.ɪn/","The technician examined the device for any defects.","Kỹ thuật viên đã kiểm tra thiết bị để tìm lỗi."
"ETS-LC-7","restock","bổ sung hàng hóa","verb","/ˌriːˈstɑːk/","They restocked the shelves with new products.","Họ đã bổ sung sản phẩm mới lên các kệ hàng."
