"Category","Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"Part7_Topics","van-hoa-nghe-thuat-p7","respected","được kính trọng vì phẩm chất hoặc đóng góp chuyên môn","adj","/rɪˈspek.tɪd/","She is a respected curator known for her knowledge of Asian art.","Cô là một người phụ trách được kính trọng vì hiểu biết về nghệ thuật châu Á."
"Part7_Topics","kinh-doanh-p7-2","landscaping","thiết kế và chăm sóc cảnh quan ngoài trời","noun","/ˈlænd.skeɪ.pɪŋ/","The company hired a firm to handle the landscaping around the building.","Công ty đã thuê một đơn vị để chăm sóc cảnh quan xung quanh tòa nhà."
"Part7_Topics","kinh-doanh-p7-2","establish","thành lập, tạo dựng","verb","/ɪˈstæb.lɪʃ/","They established a new branch in Singapore last year.","Họ đã thành lập một chi nhánh mới ở Singapore vào năm ngoái."
"Part7_Topics","kinh-doanh-p7-2","founder","người sáng lập","noun","/ˈfaʊn.dɚ/","The founder of the tech firm gave a keynote speech at the event.","Người sáng lập công ty công nghệ đã phát biểu chính tại sự kiện."
"Part7_Topics","kinh-doanh-p7-2","decade","thập kỷ, khoảng thời gian 10 năm","noun","/ˈdek.eɪd/","The company has grown steadily over the past decade.","Công ty đã phát triển ổn định trong suốt thập kỷ qua."
"Part7_Topics","kinh-doanh-p7-2","reputation","danh tiếng","noun","/ˌrep.jəˈteɪ.ʃən/","The firm has a strong reputation for quality and service.","Công ty có danh tiếng tốt về chất lượng và dịch vụ."
"Part7_Topics","kinh-doanh-p7-2","brand awareness","nhận diện thương hiệu","noun","/brænd əˈwer.nəs/","The marketing team launched a campaign to boost brand awareness.","Đội ngũ marketing triển khai chiến dịch nhằm tăng nhận diện thương hiệu."
"Part7_Topics","kinh-doanh-p7-2","brand recognition","nhận diện thương hiệu","noun","/brænd ˌrek.əɡˈnɪʃ.ən/","Consistent packaging helps increase brand recognition.","Bao bì nhất quán giúp tăng khả năng nhận diện thương hiệu."
"Part7_Topics","kinh-doanh-p7-2","proprietor","chủ sở hữu doanh nghiệp nhỏ","noun","/prəˈpraɪə.t̬ɚ/","The proprietor of the café welcomed every customer personally.","Chủ quán cà phê chào đón từng khách hàng một cách thân thiện."
"Part7_Topics","kinh-doanh-p7-2","location","địa điểm hoặc vị trí","noun","/loʊˈkeɪ.ʃən/","We’re looking for a central location to open our new store.","Chúng tôi đang tìm một địa điểm trung tâm để mở cửa hàng mới."
"Part7_Topics","kinh-doanh-p7-2","family-run","do gia đình điều hành","adj","/ˈfæm.ə.li rʌn/","The family-run restaurant has served the community for over 30 years.","Nhà hàng do gia đình điều hành đã phục vụ cộng đồng hơn 30 năm."
"Part7_Topics","kinh-doanh-p7-2","respected","được kính trọng, đánh giá cao","adj","/rɪˈspek.tɪd/","The firm is one of the most respected names in the industry.","Công ty là một trong những cái tên được kính trọng nhất trong ngành."
"Part7_Topics","kinh-doanh-p7-2","consistently","một cách nhất quán","adverb","/kənˈsɪs.tənt.li/","The brand has consistently delivered high-quality products.","Thương hiệu này luôn cung cấp sản phẩm chất lượng cao một cách nhất quán."
"Part7_Topics","kinh-doanh-p7-2","overseas","ở nước ngoài","adj","/ˌoʊ.vɚˈsiːz/","The company plans to expand its overseas operations next year.","Công ty dự định mở rộng hoạt động ở nước ngoài vào năm tới."
"Part7_Topics","kinh-doanh-p7-2","warehouse","kho hàng","noun","/ˈwer.haʊs/","Products are shipped directly from the central warehouse.","Sản phẩm được vận chuyển trực tiếp từ kho trung tâm."
"Part7_Topics","kinh-doanh-p7-2","accomplish","hoàn thành, đạt được mục tiêu","verb","/əˈkɑːm.plɪʃ/","We accomplished all of our sales goals this quarter.","Chúng tôi đã hoàn thành tất cả mục tiêu doanh số trong quý này."
"Part7_Topics","kinh-doanh-p7-2","acquisition","sự mua lại tài sản hoặc công ty","noun","/ˌæk.wəˈzɪʃ.ən/","The company announced the acquisition of a regional competitor.","Công ty thông báo việc mua lại một đối thủ trong khu vực."
"Part7_Topics","kinh-doanh-p7-2","agenda","chương trình nghị sự","noun","/əˈdʒen.də/","Please review the agenda before the meeting starts.","Vui lòng xem trước chương trình nghị sự trước khi cuộc họp bắt đầu."
"Part7_Topics","kinh-doanh-p7-2","assign","giao nhiệm vụ","verb","/əˈsaɪn/","The manager assigned the task to the most experienced employee.","Người quản lý đã giao nhiệm vụ cho nhân viên nhiều kinh nghiệm nhất."
"Part7_Topics","kinh-doanh-p7-2","assignment","nhiệm vụ được giao","noun","/əˈsaɪn.mənt/","Each team member was given a specific assignment for the project.","Mỗi thành viên được giao một nhiệm vụ cụ thể cho dự án."
"Part7_Topics","kinh-doanh-p7-2","circulate","phát tán, phân phối thông tin","verb","/ˈsɝː.kjə.leɪt/","The updated policy will be circulated to all departments.","Chính sách cập nhật sẽ được gửi đến tất cả các phòng ban."
"Part7_Topics","kinh-doanh-p7-2","compromise","thỏa hiệp","noun","/ˈkɑːm.prə.maɪz/","After hours of negotiation, both sides reached a compromise.","Sau nhiều giờ đàm phán, hai bên đã đạt được thỏa hiệp."
"Part7_Topics","kinh-doanh-p7-2","consensus","sự đồng thuận chung","noun","/kənˈsen.səs/","The team reached a consensus on the new marketing strategy.","Nhóm đã đạt được sự đồng thuận về chiến lược marketing mới."
"Part7_Topics","kinh-doanh-p7-2","coordinate","điều phối","verb","/koʊˈɔːr.dən.eɪt/","She was hired to coordinate logistics for the international trade show.","Cô ấy được thuê để điều phối hậu cần cho hội chợ thương mại quốc tế."
"Part7_Topics","kinh-doanh-p7-2","correspondence with somebody","trao đổi thư từ với ai đó","noun","/ˌkɔːr.əˈspɑːn.dəns/","All correspondence with the supplier must be documented.","Tất cả thư từ với nhà cung cấp phải được lưu lại."
"Part7_Topics","kinh-doanh-p7-2","dispute","tranh chấp","noun","/dɪˈspjuːt/","The two companies are involved in a legal dispute over trademark rights.","Hai công ty đang vướng vào tranh chấp pháp lý về quyền thương hiệu."
"Part7_Topics","kinh-doanh-p7-2","dress code","quy định trang phục","noun","/ˈdres ˌkoʊd/","Employees must follow the company's professional dress code.","Nhân viên phải tuân theo quy định trang phục chuyên nghiệp của công ty."
"Part7_Topics","kinh-doanh-p7-2","embark","bắt đầu một dự án hoặc hành trình mới","verb","/ɛmˈbɑːrk/","We are about to embark on a major expansion project in Asia.","Chúng tôi sắp bắt đầu một dự án mở rộng lớn tại châu Á."
"Part7_Topics","kinh-doanh-p7-2","evaluate","đánh giá chất lượng hoặc hiệu quả","verb","/ɪˈvæl.ju.eɪt/","Managers regularly evaluate employee performance.","Các quản lý thường xuyên đánh giá hiệu suất làm việc của nhân viên."
"Part7_Topics","kinh-doanh-p7-2","implement","thực hiện, áp dụng kế hoạch hoặc chính sách","verb","/ˈɪm.plə.ment/","The company plans to implement a new training program.","Công ty dự định triển khai một chương trình đào tạo mới."
"Part7_Topics","kinh-doanh-p7-2","mediate","làm trung gian giải quyết tranh chấp","verb","/ˈmiː.di.eɪt/","A consultant was brought in to mediate the contract dispute.","Một cố vấn được mời để làm trung gian giải quyết tranh chấp hợp đồng."
"Part7_Topics","kinh-doanh-p7-2","negotiation","cuộc thương lượng để đạt thỏa thuận","noun","/nəˌɡoʊ.ʃiˈeɪ.ʃən/","Contract terms are still under negotiation between the two parties.","Các điều khoản hợp đồng vẫn đang được thương lượng giữa hai bên."
"Part7_Topics","kinh-doanh-p7-2","oversee","giám sát","verb","/ˌoʊ.vɚˈsiː/","She was hired to oversee the company’s expansion in Europe.","Cô ấy được thuê để giám sát việc mở rộng của công ty tại châu Âu."
"Part7_Topics","kinh-doanh-p7-2","performance","hiệu suất làm việc","noun","/pɚˈfɔːr.məns/","The manager praised the team for their excellent performance.","Quản lý đã khen ngợi nhóm vì hiệu suất làm việc xuất sắc."
"Part7_Topics","kinh-doanh-p7-2","recipient","người nhận","noun","/rɪˈsɪp.i.ənt/","Each grant recipient must submit a progress report quarterly.","Mỗi người nhận tài trợ phải nộp báo cáo tiến độ hàng quý."
"Part7_Topics","kinh-doanh-p7-2","reimburse","hoàn tiền đã chi","verb","/ˌriː.ɪmˈbɝːs/","The company will reimburse travel expenses within five business days.","Công ty sẽ hoàn lại chi phí đi lại trong vòng năm ngày làm việc."
"Part7_Topics","kinh-doanh-p7-2","routine","công việc thường lệ","noun","/ruːˈtiːn/","Daily maintenance is part of the technician’s routine.","Bảo trì hằng ngày là một phần trong công việc thường lệ của kỹ thuật viên."
"Part7_Topics","kinh-doanh-p7-2","set out to do","bắt đầu thực hiện mục tiêu","verb","/set aʊt tuː duː/","The team set out to increase customer retention through new strategies.","Nhóm đã bắt đầu nhằm tăng tỷ lệ giữ chân khách hàng bằng các chiến lược mới."
"Part7_Topics","kinh-doanh-p7-2","submission","việc nộp tài liệu, đơn từ chính thức","noun","/səbˈmɪʃ.ən/","The deadline for proposal submission is next Friday.","Hạn chót nộp đề xuất là thứ Sáu tới."
"Part7_Topics","kinh-doanh-p7-2","take on","đảm nhận trách nhiệm hoặc vai trò mới","verb","/teɪk ɑːn/","She will take on the role of project manager next month.","Cô ấy sẽ đảm nhận vai trò quản lý dự án vào tháng tới."
"Part7_Topics","kinh-doanh-p7-2","undertake","thực hiện nhiệm vụ hoặc trách nhiệm","verb","/ˌʌn.dɚˈteɪk/","The company will undertake a full review of its operations.","Công ty sẽ tiến hành rà soát toàn bộ hoạt động của mình."
"Part7_Topics","kinh-doanh-p7-2","workload","khối lượng công việc","noun","/ˈwɝːk.loʊd/","We hired temporary staff to handle the increased workload.","Chúng tôi đã thuê nhân viên tạm thời để xử lý khối lượng công việc tăng lên."
"Part7_Topics","san-xuat-p7","apparatus","thiết bị, dụng cụ trong sản xuất hoặc thí nghiệm","noun","/ˌæp.əˈræt̬.əs/","Each apparatus must be cleaned after the production cycle.","Mỗi thiết bị phải được làm sạch sau chu kỳ sản xuất."
"Part7_Topics","san-xuat-p7","assembly line","dây chuyền lắp ráp","noun","/əˈsem.bli ˌlaɪn/","The company invested in a new automated assembly line.","Công ty đã đầu tư vào dây chuyền lắp ráp tự động mới."
"Part7_Topics","san-xuat-p7","component","thành phần","noun","/kəmˈpoʊ.nənt/","Each component is tested before being assembled into the final product.","Mỗi bộ phận được kiểm tra trước khi lắp vào sản phẩm hoàn chỉnh."
"Part7_Topics","san-xuat-p7","construct","xây dựng hoặc lắp đặt","verb","/kənˈstrʌkt/","The company will construct a new facility near the port.","Công ty sẽ xây dựng một cơ sở mới gần cảng."
"Part7_Topics","san-xuat-p7","conveyor","băng chuyền","noun","/kənˈveɪ.ɚ/","The products are moved along the conveyor for final inspection.","Sản phẩm được di chuyển trên băng chuyền để kiểm tra lần cuối."
"Part7_Topics","san-xuat-p7","defect","lỗi, khiếm khuyết trong sản phẩm","noun","/ˈdiː.fekt/","Any product with a defect is removed from the assembly line.","Bất kỳ sản phẩm nào có lỗi đều bị loại khỏi dây chuyền lắp ráp."
"Part7_Topics","san-xuat-p7","device","thiết bị, dụng cụ có chức năng cụ thể","noun","/dɪˈvaɪs/","The new monitoring device helps track production output.","Thiết bị giám sát mới giúp theo dõi sản lượng sản xuất."
"Part7_Topics","san-xuat-p7","equipment","thiết bị, máy móc phục vụ sản xuất hoặc công nghiệp","noun","/ɪˈkwɪp.mənt/","All equipment must be regularly maintained to ensure safety.","Tất cả thiết bị phải được bảo trì thường xuyên để đảm bảo an toàn."
"Part7_Topics","san-xuat-p7","facilitate","tạo điều kiện thuận lợi","verb","/fəˈsɪl.ə.teɪt/","The system was upgraded to facilitate faster data processing.","Hệ thống được nâng cấp để tạo điều kiện xử lý dữ liệu nhanh hơn."
"Part7_Topics","san-xuat-p7","facilities","cơ sở vật chất, thiết bị phục vụ hoạt động","noun","/fəˈsɪl.ə.tiz/","The company invested in new manufacturing facilities overseas.","Công ty đã đầu tư vào các cơ sở sản xuất mới ở nước ngoài."
"Part7_Topics","san-xuat-p7","fully-equipped","được trang bị đầy đủ","adj","/ˈfʊl.i ɪˈkwɪpt/","The lab is fully-equipped with the latest testing instruments.","Phòng thí nghiệm được trang bị đầy đủ các thiết bị kiểm tra mới nhất."
"Part7_Topics","san-xuat-p7","inspection","sự kiểm tra chất lượng hoặc an toàn","noun","/ɪnˈspek.ʃən/","Regular inspections are required to maintain compliance.","Các cuộc kiểm tra định kỳ là cần thiết để đảm bảo tuân thủ quy định."
"Part7_Topics","san-xuat-p7","instrument","dụng cụ, thiết bị đo lường hoặc kiểm tra","noun","/ˈɪn.strə.mənt/","Each instrument must be calibrated before use.","Mỗi thiết bị phải được hiệu chuẩn trước khi sử dụng."
"Part7_Topics","san-xuat-p7","machinery","máy móc","noun","/məˈʃiː.nɚ.i/","The company upgraded its factory with automated machinery.","Công ty đã nâng cấp nhà máy với hệ thống máy móc tự động."
"Part7_Topics","san-xuat-p7","maintenance","bảo trì","noun","/ˈmeɪn.tən.əns/","The production line is shut down for regular maintenance.","Dây chuyền sản xuất được tạm dừng để bảo trì định kỳ."
"Part7_Topics","san-xuat-p7","malfunction","sự cố kỹ thuật","noun","/ˌmælˈfʌŋk.ʃən/","A technical malfunction caused the production line to stop.","Một sự cố kỹ thuật khiến dây chuyền sản xuất ngừng hoạt động."
"Part7_Topics","san-xuat-p7","manufacture","sản xuất hàng hóa bằng máy móc","verb","/ˌmæn.jəˈfæk.tʃɚ/","This factory manufactures automotive parts for international brands.","Nhà máy này sản xuất phụ tùng ô tô cho các thương hiệu quốc tế."
"Part7_Topics","san-xuat-p7","maximize","tối đa hóa","verb","/ˈmæk.sə.maɪz/","We aim to maximize productivity through automation.","Chúng tôi đặt mục tiêu tối đa hóa năng suất thông qua tự động hóa."
"Part7_Topics","san-xuat-p7","mechanical","liên quan đến máy móc","adj","/məˈkæn.ɪ.kəl/","The mechanical failure caused a delay in production.","Sự cố cơ khí đã gây ra sự chậm trễ trong sản xuất."
"Part7_Topics","san-xuat-p7","outsourcing","thuê ngoài công việc để tiết kiệm chi phí","noun","/ˈaʊtˌsɔːr.sɪŋ/","The company is considering outsourcing part of its production.","Công ty đang xem xét thuê ngoài một phần quy trình sản xuất."
"Part7_Topics","san-xuat-p7","plant","nhà máy","noun","/plænt/","The new plant will open in the industrial zone next month.","Nhà máy mới sẽ khai trương tại khu công nghiệp vào tháng tới."
"Part7_Topics","san-xuat-p7","process","quy trình","noun","/ˈprɑː.ses/","Each step in the process must be followed carefully.","Mỗi bước trong quy trình phải được thực hiện cẩn thận."
"Part7_Topics","san-xuat-p7","produce","sản xuất","verb","/prəˈduːs/","The factory produces 1,000 units per day.","Nhà máy sản xuất 1.000 đơn vị mỗi ngày."
"Part7_Topics","san-xuat-p7","productivity","năng suất","noun","/ˌproʊ.dəkˈtɪv.ə.t̬i/","The new system significantly improved productivity.","Hệ thống mới đã cải thiện đáng kể năng suất."
"Part7_Topics","san-xuat-p7","prototype","nguyên mẫu thử nghiệm","noun","/ˈproʊ.t̬ə.taɪp/","The engineering team built a prototype to test the product's function.","Nhóm kỹ sư đã chế tạo nguyên mẫu để kiểm tra chức năng sản phẩm."
"Part7_Topics","san-xuat-p7","quality","chất lượng","noun","/ˈkwɑː.lə.t̬i/","They implement strict controls to ensure product quality.","Họ áp dụng kiểm soát nghiêm ngặt để đảm bảo chất lượng sản phẩm."
"Part7_Topics","san-xuat-p7","quantity","số lượng","noun","/ˈkwɑːn.t̬ə.t̬i/","Large quantities of raw materials were delivered to the plant.","Một lượng lớn nguyên liệu thô đã được giao đến nhà máy."
"Part7_Topics","san-xuat-p7","renovate","cải tạo hoặc nâng cấp","verb","/ˈren.ə.veɪt/","The company plans to renovate the warehouse to improve storage capacity.","Công ty dự định cải tạo kho để tăng sức chứa lưu trữ."
"Part7_Topics","san-xuat-p7","resources","nguồn lực phục vụ sản xuất","noun","/ˈriː.sɔːr.sɪz/","We need more resources to meet the production deadline.","Chúng tôi cần thêm nguồn lực để đáp ứng thời hạn sản xuất."
"Part7_Topics","san-xuat-p7","shift","ca làm việc","noun","/ʃɪft/","The plant operates three shifts to maintain 24-hour production.","Nhà máy vận hành ba ca để duy trì sản xuất 24 giờ."
"Part7_Topics","san-xuat-p7","standardize","chuẩn hóa","verb","/ˈstæn.dɚd.aɪz/","The company aims to standardize production procedures across all facilities.","Công ty đặt mục tiêu chuẩn hóa quy trình sản xuất tại tất cả các cơ sở."
"Part7_Topics","san-xuat-p7","unit","đơn vị","noun","/ˈjuː.nɪt/","The plant produces 5,000 units per day.","Nhà máy sản xuất 5.000 đơn vị mỗi ngày."
"Part7_Topics","san-xuat-p7","update","cập nhật thông tin hoặc hệ thống","verb","/ˌʌpˈdeɪt/","We need to update the production software to avoid errors.","Chúng tôi cần cập nhật phần mềm sản xuất để tránh lỗi."
"Part7_Topics","san-xuat-p7","upgrade","nâng cấp","verb","/ʌpˈɡreɪd/","The factory upgraded its machinery to boost productivity.","Nhà máy đã nâng cấp máy móc để tăng năng suất."
"Part7_Topics","san-xuat-p7","yield","sản lượng","noun","/jiːld/","This method significantly increases crop yield.","Phương pháp này làm tăng sản lượng cây trồng đáng kể."
"Part7_Topics","o-san-bay-p7","aircraft","máy bay","noun","/ˈer.kræft/","The aircraft was delayed due to severe weather conditions.","Máy bay bị hoãn vì điều kiện thời tiết khắc nghiệt."
"Part7_Topics","o-san-bay-p7","airfare","chi phí vé máy bay","noun","/ˈer.fer/","The company covers the airfare for all business trips.","Công ty chi trả tiền vé máy bay cho tất cả các chuyến công tác."
"Part7_Topics","o-san-bay-p7","airsickness","say máy bay","noun","/ˈer.sɪk.nəs/","He always carries medication to prevent airsickness.","Anh ấy luôn mang theo thuốc để phòng chống say máy bay."
"Part7_Topics","o-san-bay-p7","aviation","ngành hàng không","noun","/ˌeɪ.viˈeɪ.ʃən/","The government is investing in sustainable aviation technology.","Chính phủ đang đầu tư vào công nghệ hàng không bền vững."
"Part7_Topics","o-san-bay-p7","baggage","hành lý","noun","/ˈbæɡ.ɪdʒ/","Passengers must collect their baggage at the claim area.","Hành khách phải nhận hành lý của mình tại khu vực nhận hành lý."
"Part7_Topics","o-san-bay-p7","boarding pass","thẻ lên máy bay","noun","/ˈbɔːr.dɪŋ ˌpæs/","Please have your boarding pass ready at the gate.","Vui lòng chuẩn bị sẵn thẻ lên máy bay của bạn tại cổng."
"Part7_Topics","o-san-bay-p7","departure","sự khởi hành","noun","/dɪˈpɑːr.tʃɚ/","The departure of Flight 709 has been delayed by two hours.","Chuyến bay số 709 đã bị hoãn khởi hành hai tiếng."
"Part7_Topics","o-san-bay-p7","destination","điểm đến","noun","/ˌdes.təˈneɪ.ʃən/","Our flight’s final destination is Vancouver.","Điểm đến cuối cùng của chuyến bay của chúng tôi là Vancouver."
"Part7_Topics","o-san-bay-p7","duties","thuế nhập khẩu","noun","/ˈduː.t̬iz/","You must declare goods and pay any necessary duties upon arrival.","Bạn phải khai báo hàng hóa và nộp các khoản thuế cần thiết khi đến."
"Part7_Topics","o-san-bay-p7","duty-free shop","cửa hàng miễn thuế","noun","/ˌduː.t̬iˈfriː ˌʃɑːp/","She bought perfume and chocolates at the duty-free shop before boarding.","Cô ấy mua nước hoa và sô-cô-la tại cửa hàng miễn thuế trước khi lên máy bay."
"Part7_Topics","o-san-bay-p7","emergency","tình huống khẩn cấp","noun","/ɪˈmɝː.dʒən.si/","In case of an emergency, oxygen masks will drop from the panel above.","Trong trường hợp khẩn cấp, mặt nạ oxy sẽ rơi từ bảng phía trên."
"Part7_Topics","o-san-bay-p7","flight attendant","tiếp viên hàng không","noun","/ˈflaɪt əˌten.dənt/","The flight attendant demonstrated how to use the life vest.","Tiếp viên hàng không hướng dẫn cách sử dụng áo phao."
"Part7_Topics","o-san-bay-p7","go through customs","làm thủ tục hải quan","verb","/ɡoʊ θruː ˈkʌs.təmz/","After landing, passengers must go through customs before exiting the airport.","Sau khi hạ cánh, hành khách phải làm thủ tục hải quan trước khi rời sân bay."
"Part7_Topics","o-san-bay-p7","immigration","nhập cảnh","noun","/ˌɪm.əˈɡreɪ.ʃən/","Please proceed to immigration for passport control.","Vui lòng đến khu vực nhập cảnh để kiểm tra hộ chiếu."
"Part7_Topics","o-san-bay-p7","jet lag","mệt mỏi do lệch múi giờ sau chuyến bay dài","noun","/ˈdʒet ˌlæɡ/","I usually need a day to recover from jet lag after an international flight.","Tôi thường cần một ngày để hồi phục sau cơn mệt do lệch múi giờ khi bay quốc tế."
"Part7_Topics","o-san-bay-p7","land","hạ cánh","verb","/lænd/","The plane is scheduled to land at 6:45 P.M. local time.","Máy bay dự kiến hạ cánh lúc 6:45 chiều theo giờ địa phương."
"Part7_Topics","o-san-bay-p7","local time","giờ địa phương","noun","/ˈloʊ.kəl taɪm/","We arrived in Paris at 7:00 A.M. local time.","Chúng tôi đến Paris lúc 7 giờ sáng giờ địa phương."
"Part7_Topics","o-san-bay-p7","luggage","hành lý","noun","/ˈlʌɡ.ɪdʒ/","Passengers are allowed one piece of carry-on luggage.","Hành khách được mang theo một kiện hành lý xách tay."
"Part7_Topics","o-san-bay-p7","renew","gia hạn hoặc làm mới lại tài liệu chính thức","verb","/rɪˈnuː/","You should renew your passport at least six months before it expires.","Bạn nên gia hạn hộ chiếu ít nhất sáu tháng trước khi hết hạn."
"Part7_Topics","o-san-bay-p7","stand-by","hành khách chờ","noun","/ˈstænd.baɪ/","I didn’t have a ticket but managed to get on the flight as a stand-by passenger.","Tôi không có vé nhưng đã lên được chuyến bay dưới dạng hành khách chờ."
"Part7_Topics","o-san-bay-p7","take off","cất cánh","verb","/ˈteɪk ˌɔːf/","The plane will take off in 20 minutes. Please remain seated.","Máy bay sẽ cất cánh trong 20 phút. Vui lòng ngồi yên tại chỗ."
"Part7_Topics","o-san-bay-p7","visa","giấy phép nhập cảnh","noun","/ˈviː.zə/","You must obtain a tourist visa before traveling to that country.","Bạn phải xin visa du lịch trước khi đến quốc gia đó."
"Part7_Topics","o-san-bay-p7","window seat","chỗ ngồi cạnh cửa sổ","noun","/ˈwɪn.doʊ ˌsiːt/","She requested a window seat to enjoy the view during the flight.","Cô ấy yêu cầu chỗ ngồi cạnh cửa sổ để ngắm cảnh trong chuyến bay."
"Part7_Topics","doanh-nghiep-p7","adverse","bất lợi, gây hại hoặc tiêu cực","adj","/ˈæd.vɝːs/","The company survived despite adverse economic conditions.","Công ty vẫn tồn tại mặc cho điều kiện kinh tế bất lợi."
"Part7_Topics","doanh-nghiep-p7","bankrupt","phá sản, mất khả năng thanh toán nợ","adj","/ˈbæŋ.krʌpt/","The retail chain went bankrupt after years of declining sales.","Chuỗi bán lẻ bị phá sản sau nhiều năm doanh thu giảm sút."
"Part7_Topics","doanh-nghiep-p7","boom","thời kỳ bùng nổ kinh tế","noun","/buːm/","The region experienced a construction boom last year.","Khu vực này đã trải qua sự bùng nổ xây dựng vào năm ngoái."
"Part7_Topics","doanh-nghiep-p7","circulation","sự lưu thông hoặc số lượng phát hành","noun","/ˌsɝː.kjəˈleɪ.ʃən/","The magazine’s circulation increased steadily after the redesign.","Lượng phát hành của tạp chí tăng đều đặn sau khi thiết kế lại."
"Part7_Topics","doanh-nghiep-p7","currency","tiền tệ","noun","/ˈkɝː.ən.si/","The value of the local currency dropped significantly last quarter.","Giá trị của đồng tiền địa phương đã giảm đáng kể trong quý vừa qua."
"Part7_Topics","doanh-nghiep-p7","downturn","suy giảm kinh tế","noun","/ˈdaʊn.tɝːn/","The company had to lay off workers due to the economic downturn.","Công ty phải sa thải nhân viên do suy thoái kinh tế."
"Part7_Topics","doanh-nghiep-p7","flourish","phát triển mạnh mẽ, thịnh vượng","verb","/ˈflɝː.ɪʃ/","Small online businesses can flourish with the right marketing strategy.","Các doanh nghiệp nhỏ trực tuyến có thể phát triển mạnh nếu có chiến lược tiếp thị đúng đắn."
"Part7_Topics","doanh-nghiep-p7","fluctuate","dao động, thay đổi liên tục","verb","/ˈflʌk.tʃu.eɪt/","Commodity prices tend to fluctuate during uncertain economic times.","Giá hàng hóa thường dao động trong thời kỳ kinh tế bất ổn."
"Part7_Topics","doanh-nghiep-p7","inflation","lạm phát","noun","/ɪnˈfleɪ.ʃən/","Inflation has pushed up the cost of living significantly.","Lạm phát đã đẩy chi phí sinh hoạt tăng đáng kể."
"Part7_Topics","doanh-nghiep-p7","market research","nghiên cứu thị trường","noun","/ˈmɑːr.kɪt rɪˌsɝːtʃ/","The company conducted market research before launching the new product.","Công ty đã tiến hành nghiên cứu thị trường trước khi ra mắt sản phẩm mới."
"Part7_Topics","doanh-nghiep-p7","market share","thị phần","noun","/ˈmɑːr.kɪt ʃer/","The brand holds the largest market share in the smartphone industry.","Thương hiệu này chiếm thị phần lớn nhất trong ngành điện thoại thông minh."
"Part7_Topics","doanh-nghiep-p7","marketability","khả năng tiêu thụ","noun","/ˌmɑːr.kɪ.təˈbɪl.ə.t̬i/","The design team focused on improving the product’s marketability.","Nhóm thiết kế tập trung vào việc nâng cao khả năng tiêu thụ của sản phẩm."
"Part7_Topics","doanh-nghiep-p7","merge","sáp nhập","verb","/mɝːdʒ/","Two leading firms plan to merge to expand their global reach.","Hai công ty hàng đầu dự định sáp nhập để mở rộng phạm vi toàn cầu."
"Part7_Topics","doanh-nghiep-p7","monetary","liên quan đến tiền bạc","adj","/ˈmʌn.ə.ter.i/","The central bank announced new monetary policies to curb inflation.","Ngân hàng trung ương công bố chính sách tiền tệ mới để kiềm chế lạm phát."
"Part7_Topics","doanh-nghiep-p7","monopoly","độc quyền thị trường","noun","/məˈnɑː.pəl.i/","The firm was fined for trying to establish a monopoly on software sales.","Công ty bị phạt vì cố gắng thiết lập độc quyền trong việc bán phần mềm."
"Part7_Topics","doanh-nghiep-p7","prosperity","sự thịnh vượng","noun","/prɑːˈsper.ə.t̬i/","The new trade agreement is expected to bring long-term prosperity.","Hiệp định thương mại mới được kỳ vọng sẽ mang lại sự thịnh vượng lâu dài."
"Part7_Topics","doanh-nghiep-p7","recession","suy thoái kinh tế","noun","/rɪˈseʃ.ən/","The company reduced its workforce due to the economic recession.","Công ty đã cắt giảm nhân sự do suy thoái kinh tế."
"Part7_Topics","doanh-nghiep-p7","remit","chuyển tiền","verb","/rɪˈmɪt/","Please remit payment within 30 days of the invoice date.","Vui lòng chuyển khoản thanh toán trong vòng 30 ngày kể từ ngày lập hóa đơn."
"Part7_Topics","doanh-nghiep-p7","sluggish","chậm chạp, trì trệ","adj","/ˈslʌɡ.ɪʃ/","The market has been sluggish due to weak consumer demand.","Thị trường trì trệ do nhu cầu tiêu dùng yếu."
"Part7_Topics","doanh-nghiep-p7","soar","tăng vọt","verb","/sɔːr/","Share prices soared after the announcement of the merger.","Giá cổ phiếu tăng vọt sau khi công bố việc sáp nhập."
"Part7_Topics","doanh-nghiep-p7","speculation","sự suy đoán, đầu cơ không chắc chắn","noun","/ˌspek.jəˈleɪ.ʃən/","There is growing speculation about a potential interest rate hike.","Có nhiều suy đoán về khả năng tăng lãi suất."
"Part7_Topics","doanh-nghiep-p7","stagnation","tình trạng đình trệ, không phát triển","noun","/stæɡˈneɪ.ʃən/","The country is facing economic stagnation due to low investment.","Đất nước đang đối mặt với tình trạng đình trệ kinh tế do đầu tư thấp."
"Part7_Topics","doanh-nghiep-p7","stimulate","kích thích, thúc đẩy sự phát triển hoặc hoạt động","verb","/ˈstɪm.jə.leɪt/","The government lowered taxes to stimulate consumer spending.","Chính phủ giảm thuế để kích thích chi tiêu của người tiêu dùng."
"Part7_Topics","doanh-nghiep-p7","surge","sự tăng vọt","noun","/sɝːdʒ/","There was a sudden surge in online sales during the holiday season.","Có một sự tăng vọt trong doanh số trực tuyến vào mùa lễ."
"Part7_Topics","doanh-nghiep-p7","tax exemption","miễn thuế","noun","/ˈtæks ɪɡˌzemp.ʃən/","Non-profit organizations often qualify for tax exemption.","Các tổ chức phi lợi nhuận thường đủ điều kiện được miễn thuế."
