"Category","Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"Listening_Topics","Giai-tri-LC","brochure","tờ giới thiệu","noun","/broʊˈʃʊr/","Pick up a brochure in the lobby to see this month’s shows.","Lấy một tờ giới thiệu ở sảnh để xem các chương trình trong tháng này."
"Listening_Topics","Giai-tri-LC","main character","nhân vật chính","noun","/ˌmeɪn ˈker.ək.tɚ/","The main character in the play struggles to balance work and family.","Nhân vật chính trong vở kịch vật lộn để cân bằng giữa công việc và gia đình."
"Listening_Topics","Giai-tri-LC","plot","cốt truyện","noun","/plɑːt/","The plot of the movie was complex but very engaging.","Cốt truyện của bộ phim phức tạp nhưng rất lôi cuốn."
"Listening_Topics","Giai-tri-LC","in line","xếp hàng chờ","adv","/ɪn laɪn/","We waited in line for over an hour to get tickets to the show.","Chúng tôi đã xếp hàng hơn một tiếng để mua vé xem chương trình."
"Listening_Topics","Giai-tri-LC","in advance","trước, sớm hơn thời điểm diễn ra sự kiện","adv","/ɪn ədˈvæns/","It’s better to book your theater tickets well in advance.","Tốt hơn hết là bạn nên đặt vé xem kịch từ sớm."
"Listening_Topics","Giai-tri-LC","a group of","một nhóm người","noun","/ə ɡruːp əv/","A group of colleagues went to see the new play downtown.","Một nhóm đồng nghiệp đã đi xem vở kịch mới ở trung tâm thành phố."
"Listening_Topics","Giai-tri-LC","row 3, seat 8","hàng 3, ghế 8","noun","/roʊ θriː, siːt eɪt/","Your ticket is for row 3, seat 8, right near the center.","Vé của bạn là hàng 3, ghế 8, ngay gần giữa."
"Listening_Topics","Giai-tri-LC","at the box office","tại quầy bán vé","adv","/æt ðə ˈbɑːks ˌɑː.fɪs/","You can purchase your tickets at the box office before the show.","Bạn có thể mua vé tại quầy bán vé trước giờ diễn."
"Listening_Topics","Giai-tri-LC","next to each other","cạnh nhau","adv","/nekst tuː iːtʃ ˈʌð.ɚ/","We reserved seats next to each other for the concert.","Chúng tôi đã đặt chỗ ngồi cạnh nhau cho buổi hòa nhạc."
"Listening_Topics","Giai-tri-LC","be about to","sắp sửa làm gì đó","verb","/bi əˈbaʊt tuː/","The show is about to start, so please take your seats.","Buổi diễn sắp bắt đầu, vui lòng vào chỗ ngồi."
"Listening_Topics","Giai-tri-LC","be seated","ngồi vào chỗ","verb","/bi ˈsiː.t̬ɪd/","Guests must be seated 10 minutes before the performance begins.","Khách phải ngồi vào chỗ 10 phút trước khi buổi diễn bắt đầu."
"Listening_Topics","Giai-tri-LC","switch seat","đổi chỗ ngồi","verb","/swɪtʃ siːt/","Would you mind switching seats so we can sit together?","Bạn có phiền đổi chỗ để chúng tôi có thể ngồi cùng nhau không?"
"Listening_Topics","Giai-tri-LC","reserve tickets","đặt vé trước","verb","/rɪˈzɝːv ˈtɪk.ɪts/","I reserved tickets online for the Saturday evening show.","Tôi đã đặt vé trực tuyến cho buổi diễn tối thứ Bảy."
"Listening_Topics","Tin-tuc-giao-thong-LC","detour","đường vòng","noun","/ˈdiː.tʊr/","Drivers were directed to take a detour due to road construction.","Các tài xế được hướng dẫn đi đường vòng do thi công đường."
"Listening_Topics","Tin-tuc-giao-thong-LC","driver","tài xế","noun","/ˈdraɪ.vɚ/","The driver was fined for using a mobile phone while driving.","Tài xế bị phạt vì dùng điện thoại khi lái xe."
"Listening_Topics","Tin-tuc-giao-thong-LC","in local news","trong tin tức địa phương","adv","/ɪn ˈloʊ.kəl nuːz/","In local news, several streets will be closed for maintenance this week.","Trong bản tin địa phương, một số tuyến đường sẽ bị đóng để bảo trì tuần này."
"Listening_Topics","Tin-tuc-giao-thong-LC","complimentary shuttle buses","xe buýt đưa đón miễn phí","noun","/ˌkɑːm.pləˈmen.t̬ɚi ˈʃʌt̬.əl ˌbʌs.ɪz/","Complimentary shuttle buses will run between the parking lot and the venue.","Xe buýt đưa đón miễn phí sẽ chạy giữa bãi đậu xe và địa điểm tổ chức."
"Listening_Topics","Tin-tuc-giao-thong-LC","traffic jam","kẹt xe","noun","/ˈtræf.ɪk dʒæm/","There was a long traffic jam on the highway this morning.","Sáng nay có một vụ kẹt xe kéo dài trên đường cao tốc."
"Listening_Topics","Tin-tuc-giao-thong-LC","stuck in traffic","kẹt xe đông đúc","adj","/stʌk ɪn ˈtræf.ɪk/","I was stuck in traffic for nearly an hour on my way to work.","Tôi bị kẹt xe gần một tiếng trên đường đi làm."
"Listening_Topics","Tin-tuc-giao-thong-LC","heavy snow","tuyết rơi dày","noun","/ˈhev.i snoʊ/","Heavy snow caused major delays on several highways this morning.","Tuyết rơi dày gây ra nhiều trì hoãn trên một số đường cao tốc sáng nay."
"Listening_Topics","Tin-tuc-giao-thong-LC","slippery road","đường trơn trượt","noun","/ˈslɪp.ɚ.i roʊd/","Be careful when driving on slippery roads during winter.","Hãy cẩn thận khi lái xe trên đường trơn trượt vào mùa đông."
"Listening_Topics","Tin-tuc-giao-thong-LC","construction","hoạt động xây dựng hoặc sửa chữa đường sá","noun","/kənˈstrʌk.ʃən/","Road construction is causing heavy delays near the downtown area.","Việc thi công đường đang gây trì hoãn nghiêm trọng gần khu trung tâm."
"Listening_Topics","Tin-tuc-giao-thong-LC","speed","tốc độ di chuyển","noun","/spiːd/","The speed limit on this road is 50 kilometers per hour.","Giới hạn tốc độ trên con đường này là 50 km/h."
"Listening_Topics","Tin-tuc-giao-thong-LC","slow down","giảm tốc độ","verb","/sloʊ daʊn/","Please slow down when approaching the construction zone.","Vui lòng giảm tốc độ khi đến gần khu vực thi công."
"Listening_Topics","Tin-tuc-giao-thong-LC","parking meter","máy tính tiền đỗ xe","noun","/ˈpɑːr.kɪŋ ˌmiː.t̬ɚ/","You need to pay at the parking meter before leaving your car.","Bạn cần trả tiền tại máy tính tiền đỗ xe trước khi rời xe."
"Listening_Topics","Tin-tuc-giao-thong-LC","toll","phí đường bộ hoặc cầu đường","noun","/toʊl/","Drivers must pay a toll to use the expressway.","Tài xế phải trả phí để sử dụng đường cao tốc."
"Listening_Topics","Tin-tuc-giao-thong-LC","collision","va chạm giữa hai vật thể hoặc phương tiện","noun","/kəˈlɪʒ.ən/","There was a collision between two trucks on the highway.","Đã xảy ra va chạm giữa hai xe tải trên đường cao tốc."
"Listening_Topics","Tin-tuc-giao-thong-LC","accident","tai nạn","noun","/ˈæk.sə.dənt/","A car accident on Main Street caused a long traffic backup.","Một vụ tai nạn xe hơi trên đường Main gây tắc nghẽn giao thông kéo dài."
"Listening_Topics","Tin-tuc-giao-thong-LC","vehicle","phương tiện giao thông","noun","/ˈviː.ə.kəl/","Only authorized vehicles are allowed in that lane.","Chỉ những phương tiện được phép mới được đi vào làn đường đó."
"Listening_Topics","Tin-tuc-giao-thong-LC","traffic","lưu lượng xe cộ trên đường","noun","/ˈtræf.ɪk/","Morning traffic is always heavy near the city center.","Lưu lượng xe vào buổi sáng luôn đông gần trung tâm thành phố."
"Listening_Topics","Tin-tuc-giao-thong-LC","bus stop","trạm dừng xe buýt","noun","/ˈbʌs ˌstɑːp/","The nearest bus stop is just a five-minute walk from here.","Trạm dừng xe buýt gần nhất chỉ cách đây năm phút đi bộ."
"Listening_Topics","Tin-tuc-giao-thong-LC","traffic accident","tai nạn giao thông","noun","/ˈtræf.ɪk ˌæk.sə.dənt/","A traffic accident on the expressway caused delays this morning.","Một vụ tai nạn giao thông trên đường cao tốc đã gây ra tình trạng chậm trễ sáng nay."
"Listening_Topics","Tin-tuc-giao-thong-LC","park illegally","đỗ xe sai quy định","verb","/pɑːrk ɪˈliː.ɡəl.i/","You will get a ticket if you park illegally downtown.","Bạn sẽ bị phạt nếu đỗ xe sai quy định ở trung tâm thành phố."
"Listening_Topics","Tin-tuc-giao-thong-LC","fine","tiền phạt","noun","/faɪn/","He received a $100 fine for speeding in a school zone.","Anh ấy bị phạt 100 đô vì chạy quá tốc độ trong khu vực trường học."
"Listening_Topics","Tin-tuc-giao-thong-LC","parking lot","bãi đậu xe","noun","/ˈpɑːr.kɪŋ lɑːt/","The parking lot behind the theater is full today.","Bãi đậu xe phía sau nhà hát hôm nay đã kín chỗ."
"Listening_Topics","Tin-tuc-giao-thong-LC","parking permit","giấy phép đậu xe","noun","/ˈpɑːr.kɪŋ ˌpɝː.mɪt/","You need a valid parking permit to use this lot.","Bạn cần giấy phép đậu xe hợp lệ để sử dụng bãi này."
"Listening_Topics","Tin-tuc-giao-thong-LC","rush hour traffic","giao thông giờ cao điểm","noun","/rʌʃ ˈaʊ.ɚ ˈtræf.ɪk/","Rush hour traffic is especially bad near the downtown exits.","Giao thông giờ cao điểm đặc biệt tệ gần các lối ra trung tâm."
"Listening_Topics","Tin-tuc-giao-thong-LC","garage","nhà để xe hoặc xưởng sửa ô tô","noun","/ɡəˈrɑːʒ/","The car is being repaired at the garage near the station.","Chiếc xe đang được sửa tại gara gần nhà ga."
"Listening_Topics","Tin-tuc-giao-thong-LC","free of charge","miễn phí","adv","/friː əv tʃɑːrdʒ/","Shuttle service to the airport is provided free of charge.","Dịch vụ đưa đón sân bay được cung cấp miễn phí."
"Listening_Topics","Tin-tuc-giao-thong-LC","give a ride","cho ai đó đi nhờ xe","verb","/ɡɪv ə raɪd/","Can you give me a ride to the bus station?","Bạn có thể cho tôi đi nhờ đến bến xe buýt không?"
"Listening_Topics","Tin-tuc-giao-thong-LC","the traffic is heavy","giao thông đông đúc","verb","/ðə ˈtræf.ɪk ɪz ˈhev.i/","The traffic is heavy on the highway due to an earlier accident.","Giao thông trên đường cao tốc đang rất đông do một vụ tai nạn trước đó."
"Listening_Topics","Tin-tuc-giao-thong-LC","the traffic is light","giao thông thưa thớt","verb","/ðə ˈtræf.ɪk ɪz laɪt/","The traffic is light this morning, so we should arrive on time.","Giao thông sáng nay khá thông thoáng nên chúng ta sẽ đến đúng giờ."
"Listening_Topics","Noi-bo-cong-ty-LC","recommendation","đề xuất, gợi ý tốt nhất","noun","/ˌrek.ə.menˈdeɪ.ʃən/","Management approved the consultant’s recommendation to restructure the team.","Ban quản lý đã phê duyệt đề xuất của cố vấn về việc tái cấu trúc nhóm."
"Listening_Topics","Noi-bo-cong-ty-LC","employee handbook","sổ tay nhân viên","noun","/ɪmˈplɔɪ.i ˈhænd.bʊk/","New hires must read the employee handbook during orientation.","Nhân viên mới phải đọc sổ tay nhân viên trong buổi định hướng."
"Listening_Topics","Noi-bo-cong-ty-LC","benefits","phúc lợi nhân viên","noun","/ˈben.ə.fɪts/","Our company offers excellent employee benefits, including health insurance and paid leave.","Công ty chúng tôi cung cấp phúc lợi tuyệt vời, bao gồm bảo hiểm sức khỏe và nghỉ phép có lương."
"Listening_Topics","Noi-bo-cong-ty-LC","commute","quãng đường đi làm hàng ngày","noun","/kəˈmjuːt/","Her morning commute usually takes about 45 minutes.","Quãng đường đi làm buổi sáng của cô ấy thường mất khoảng 45 phút."
"Listening_Topics","Noi-bo-cong-ty-LC","construction","hoạt động xây dựng hoặc sửa chữa","noun","/kənˈstrʌk.ʃən/","Construction near the office may affect employees’ commute this week.","Việc thi công gần văn phòng có thể ảnh hưởng đến việc đi lại của nhân viên trong tuần này."
"Listening_Topics","Noi-bo-cong-ty-LC","detour","đường vòng","noun","/ˈdiː.tʊr/","Employees should take the posted detour to access the parking garage.","Nhân viên nên đi theo đường vòng đã được chỉ dẫn để vào nhà để xe."
"Listening_Topics","Noi-bo-cong-ty-LC","sick leave","nghỉ ốm được phép","noun","/sɪk liːv/","Employees must notify their supervisor when taking sick leave.","Nhân viên phải thông báo cho quản lý khi nghỉ ốm."
"Listening_Topics","Noi-bo-cong-ty-LC","doctor’s appointment","cuộc hẹn khám bác sĩ","noun","/ˈdɑːk.tɚz əˈpɔɪnt.mənt/","I have a doctor’s appointment at 2 p.m., so I’ll leave the office early.","Tôi có hẹn khám bác sĩ lúc 2 giờ chiều nên sẽ rời văn phòng sớm."
"Listening_Topics","Noi-bo-cong-ty-LC","job description","bản mô tả công việc","noun","/ˈdʒɑːb dɪˌskrɪp.ʃən/","The job description outlines key responsibilities and qualifications.","Bản mô tả công việc nêu rõ các trách nhiệm chính và tiêu chuẩn cần thiết."
"Listening_Topics","Noi-bo-cong-ty-LC","time sheet","bảng chấm công","noun","/ˈtaɪm ˌʃiːt/","Please submit your time sheet by Friday for payroll processing.","Vui lòng nộp bảng chấm công trước thứ Sáu để xử lý lương."
"Listening_Topics","Noi-bo-cong-ty-LC","relax","thư giãn","verb","/rɪˈlæks/","Employees are encouraged to relax in the break room during lunch.","Nhân viên được khuyến khích thư giãn trong phòng nghỉ trưa."
"Listening_Topics","Noi-bo-cong-ty-LC","late for work","đi làm muộn","adj","/leɪt fɚ wɝːk/","He was late for work because of a traffic accident on the highway.","Anh ấy đi làm muộn vì một vụ tai nạn trên đường cao tốc."
"Listening_Topics","Noi-bo-cong-ty-LC","on the way to work","đang trên đường đến chỗ làm","adv","/ɑːn ðə weɪ tuː wɝːk/","I got stuck in traffic on the way to work this morning.","Tôi bị kẹt xe trên đường đi làm sáng nay."
"Listening_Topics","Noi-bo-cong-ty-LC","call in sick","gọi điện xin nghỉ ốm","verb","/kɑːl ɪn sɪk/","I had to call in sick because I caught the flu.","Tôi phải gọi điện xin nghỉ vì bị cúm."
"Listening_Topics","Noi-bo-cong-ty-LC","leave early","về sớm","verb","/liːv ˈɝː.li/","He asked his manager for permission to leave early today.","Anh ấy xin phép quản lý được về sớm hôm nay."
"Listening_Topics","Noi-bo-cong-ty-LC","get a chance to","có cơ hội làm gì đó","verb","/ɡet ə tʃæns tuː/","You’ll get a chance to meet the new manager at the meeting.","Bạn sẽ có cơ hội gặp quản lý mới tại cuộc họp."
"Listening_Topics","Noi-bo-cong-ty-LC","get off work","tan ca","verb","/ɡet ɔːf wɝːk/","Let’s grab dinner after we get off work.","Hãy đi ăn tối sau khi tan ca nhé."
"Listening_Topics","Noi-bo-cong-ty-LC","stop by","ghé qua","verb","/stɑːp baɪ/","Please stop by my office when you have a minute.","Vui lòng ghé qua văn phòng tôi khi bạn có chút thời gian."
"Listening_Topics","Noi-bo-cong-ty-LC","have a look","xem qua","verb","/hæv ə lʊk/","Could you have a look at this report before the meeting?","Bạn có thể xem qua bản báo cáo này trước cuộc họp không?"
"Listening_Topics","Noi-bo-cong-ty-LC","take a short break","nghỉ ngắn để thư giãn","verb","/teɪk ə ʃɔːrt breɪk/","Let’s take a short break before starting the next session.","Hãy nghỉ ngắn trước khi bắt đầu phiên tiếp theo."
"Listening_Topics","Noi-bo-cong-ty-LC","work extra hours","làm thêm giờ","verb","/wɝːk ˈek.strə ˈaʊ.ɚz/","We may need to work extra hours to meet the deadline.","Chúng ta có thể cần làm thêm giờ để kịp hạn chót."
"Listening_Topics","Noi-bo-cong-ty-LC","be worried that","lo lắng về điều gì đó xảy ra","verb","/bi ˈwɝː.id ðæt/","I’m worried that we won’t finish the project on time.","Tôi lo rằng chúng ta sẽ không hoàn thành dự án đúng hạn."
"Listening_Topics","Thang-chuc-LC","promotion","sự thăng chức","noun","/prəˈmoʊ.ʃən/","She received a well-deserved promotion after five years of hard work.","Cô ấy đã được thăng chức xứng đáng sau năm năm làm việc chăm chỉ."
"Listening_Topics","Thang-chuc-LC","celebrate","ăn mừng","verb","/ˈsel.ə.breɪt/","Let’s celebrate her promotion with a team lunch today.","Hãy ăn mừng việc cô ấy được thăng chức bằng một bữa trưa nhóm hôm nay."
"Listening_Topics","Thang-chuc-LC","celebration","buổi lễ ăn mừng","noun","/ˌsel.əˈbreɪ.ʃən/","They held a small celebration for her promotion in the break room.","Họ tổ chức một buổi ăn mừng nhỏ cho việc thăng chức của cô ấy tại phòng nghỉ."
"Listening_Topics","Thang-chuc-LC","approve","phê duyệt","verb","/əˈpruːv/","The board approved her promotion to department head.","Ban lãnh đạo đã phê duyệt việc thăng chức cô ấy lên trưởng bộ phận."
"Listening_Topics","Thang-chuc-LC","assign","giao nhiệm vụ","verb","/əˈsaɪn/","She was assigned to lead the new project after her promotion.","Cô ấy được giao lãnh đạo dự án mới sau khi được thăng chức."
"Listening_Topics","Thang-chuc-LC","performance","hiệu suất làm việc","noun","/pɚˈfɔːr.məns/","Her strong performance was a key factor in her promotion.","Hiệu suất làm việc xuất sắc là yếu tố then chốt giúp cô ấy được thăng chức."
"Listening_Topics","Thang-chuc-LC","accomplish","hoàn thành mục tiêu","verb","/əˈkɑːm.plɪʃ/","She accomplished all her goals before being promoted to team leader.","Cô ấy đã hoàn thành tất cả mục tiêu trước khi được thăng chức lên trưởng nhóm."
"Listening_Topics","Thang-chuc-LC","expertise","chuyên môn","noun","/ˌek.spɚˈtiːz/","His technical expertise made him the best candidate for promotion.","Chuyên môn kỹ thuật của anh ấy khiến anh trở thành ứng viên thăng chức tốt nhất."
"Listening_Topics","Thang-chuc-LC","leave of absence","thời gian nghỉ phép chính thức","noun","/ˌliːv əv ˈæb.səns/","She took a leave of absence to care for her newborn before returning to work.","Cô ấy xin nghỉ phép để chăm con sơ sinh trước khi đi làm lại."
"Listening_Topics","Thang-chuc-LC","paid vacation","kỳ nghỉ có lương","noun","/peɪd veɪˈkeɪ.ʃən/","Employees are entitled to two weeks of paid vacation annually.","Nhân viên được hưởng hai tuần nghỉ phép có lương mỗi năm."
"Listening_Topics","Thang-chuc-LC","unpaid vacation","kỳ nghỉ không lương","noun","/ʌnˈpeɪd veɪˈkeɪ.ʃən/","He took an unpaid vacation to travel abroad for a month.","Anh ấy nghỉ phép không lương để đi du lịch nước ngoài một tháng."
"Listening_Topics","Thang-chuc-LC","be promoted to","được thăng chức lên vị trí cao hơn","verb","/bi prəˈmoʊ.t̬ɪd tuː/","He was promoted to regional director after leading several major projects.","Anh ấy được thăng chức lên giám đốc khu vực sau khi dẫn dắt một số dự án lớn."
"Listening_Topics","Thang-chuc-LC","deserve the promotion","xứng đáng được thăng chức","verb","/dɪˈzɝːv ðə prəˈmoʊ.ʃən/","She truly deserves the promotion for her outstanding performance.","Cô ấy thật sự xứng đáng được thăng chức vì hiệu suất xuất sắc."
"Listening_Topics","Thang-chuc-LC","organize a celebration","tổ chức tiệc ăn mừng","verb","/ˈɔːr.ɡən.aɪz ə ˌsel.əˈbreɪ.ʃən/","The team organized a celebration for her recent promotion.","Nhóm đã tổ chức một buổi tiệc ăn mừng cho lần thăng chức gần đây của cô ấy."
"Listening_Topics","Thang-chuc-LC","take a vacation","đi nghỉ dưỡng","verb","/teɪk ə veɪˈkeɪ.ʃən/","I’m planning to take a vacation after the busy quarter ends.","Tôi dự định nghỉ phép sau khi quý bận rộn kết thúc."
"Listening_Topics","Thang-chuc-LC","be away on vacation","đang nghỉ phép","verb","/bi əˈweɪ ɑːn veɪˈkeɪ.ʃən/","He’s currently away on vacation and will return next Monday.","Anh ấy hiện đang nghỉ phép và sẽ trở lại vào thứ Hai tới."
"Listening_Topics","Thang-chuc-LC","leave for vacation","rời đi nghỉ dưỡng","verb","/liːv fɚ veɪˈkeɪ.ʃən/","She will leave for vacation right after the team meeting.","Cô ấy sẽ rời đi nghỉ ngay sau cuộc họp nhóm."
"Listening_Topics","Thang-chuc-LC","ask for the time off","xin nghỉ phép","verb","/æsk fɚ ðə taɪm ɔːf/","You need to ask for the time off at least a week in advance.","Bạn cần xin nghỉ phép ít nhất một tuần trước đó."
"Listening_Topics","Thang-chuc-LC","fill out the request form","điền vào mẫu đơn yêu cầu","verb","/fɪl aʊt ðə rɪˈkwest fɔːrm/","Please fill out the request form if you’d like to take next Friday off.","Vui lòng điền vào mẫu đơn nếu bạn muốn nghỉ thứ Sáu tới."
"Listening_Topics","Thang-chuc-LC","congratulations","lời chúc mừng thành tựu","noun","/kənˌɡrætʃ.əˈleɪ.ʃənz/","Congratulations on your well-earned promotion!","Chúc mừng bạn với sự thăng chức xứng đáng!"
"Listening_Topics","Nhan-su-LC-2","hire","thuê người làm việc","verb","/ˈhaɪɚ/","We plan to hire two more designers for the marketing team.","Chúng tôi dự định thuê thêm hai nhà thiết kế cho nhóm marketing."
"Listening_Topics","Nhan-su-LC-2","employ","tuyển dụng","verb","/ɪmˈplɔɪ/","The company employs over 300 staff across multiple locations.","Công ty thuê hơn 300 nhân viên tại nhiều địa điểm."
"Listening_Topics","Nhan-su-LC-2","recruit","tuyển dụng","verb","/rɪˈkruːt/","We are recruiting new graduates for the training program.","Chúng tôi đang tuyển sinh viên mới tốt nghiệp cho chương trình đào tạo."
"Listening_Topics","Nhan-su-LC-2","new employee","nhân viên mới","noun","/nuː ˌɛm.plɔɪˈiː/","The manager introduced the new employee to the rest of the team.","Quản lý đã giới thiệu nhân viên mới với cả nhóm."
"Listening_Topics","Nhan-su-LC-2","job opening","vị trí tuyển dụng","noun","/dʒɑːb ˈoʊ.pən.ɪŋ/","There’s a job opening in the accounting department.","Có một vị trí tuyển dụng trong phòng kế toán."
"Listening_Topics","Nhan-su-LC-2","applicant","người nộp đơn xin việc","noun","/ˈæ.plɪ.kənt/","Each applicant must submit a résumé and cover letter.","Mỗi ứng viên phải nộp sơ yếu lý lịch và thư xin việc."
"Listening_Topics","Nhan-su-LC-2","candidate","ứng viên","noun","/ˈkæn.dɪ.dət/","She is one of the strongest candidates for the team leader role.","Cô ấy là một trong những ứng viên mạnh nhất cho vai trò trưởng nhóm."
"Listening_Topics","Nhan-su-LC-2","job application","đơn xin việc","noun","/ˈdʒɑːb ˌæp.ləˈkeɪ.ʃən/","Please fill out the job application completely and attach your résumé.","Vui lòng điền đầy đủ đơn xin việc và đính kèm sơ yếu lý lịch."
"Listening_Topics","Nhan-su-LC-2","résumé","sơ yếu lý lịch","noun","/ˈrez.ə.meɪ/","Your résumé should highlight your relevant experience and skills.","Sơ yếu lý lịch của bạn nên nêu bật kinh nghiệm và kỹ năng liên quan."
"Listening_Topics","Nhan-su-LC-2","job interview","buổi phỏng vấn xin việc","noun","/ˈdʒɑːb ˌɪn.t̬ɚˈvjuː/","She has a job interview scheduled for Thursday morning.","Cô ấy có một buổi phỏng vấn xin việc vào sáng thứ Năm."
"Listening_Topics","Nhan-su-LC-2","human resources department","phòng nhân sự","noun","/ˈhjuː.mən rɪˌsɔːr.sɪz dɪˈpɑːrt.mənt/","The human resources department is reviewing all applications.","Phòng nhân sự đang xem xét tất cả đơn ứng tuyển."
"Listening_Topics","Nhan-su-LC-2","personnel department","phòng nhân sự","noun","/ˌpɝː.sənˈel dɪˌpɑːrt.mənt/","The personnel department will handle your transfer request.","Phòng nhân sự sẽ xử lý yêu cầu điều chuyển của bạn."
"Listening_Topics","Nhan-su-LC-2","qualified","đủ điều kiện, có kỹ năng và kiến thức cần thiết","adj","/ˈkwɑː.lə.faɪd/","He is highly qualified for the sales manager position.","Anh ấy rất phù hợp cho vị trí quản lý kinh doanh."
"Listening_Topics","Nhan-su-LC-2","extensive experience","kinh nghiệm phong phú","noun","/ɪkˈsten.sɪv ɪkˈspɪr.i.əns/","She has extensive experience in international marketing.","Cô ấy có kinh nghiệm phong phú trong lĩnh vực marketing quốc tế."
"Listening_Topics","Nhan-su-LC-2","potential employer","nhà tuyển dụng tiềm năng","noun","/pəˈten.ʃəl ɛmˈplɔɪ.ɚ/","You should research your potential employer before the interview.","Bạn nên tìm hiểu về nhà tuyển dụng tiềm năng trước buổi phỏng vấn."
"Listening_Topics","Nhan-su-LC-2","apply for","nộp đơn xin","verb","/əˈplaɪ fɔːr/","I’d like to apply for the position of administrative assistant.","Tôi muốn nộp đơn xin vào vị trí trợ lý hành chính."
"Listening_Topics","Nhan-su-LC-2","turn in","nộp tài liệu","verb","/tɝːn ɪn/","Please turn in your job application by Friday.","Vui lòng nộp đơn xin việc trước thứ Sáu."
"Listening_Topics","Nhan-su-LC-2","hand in","nộp tài liệu cho người phụ trách","verb","/hænd ɪn/","You should hand in your résumé to the receptionist.","Bạn nên nộp sơ yếu lý lịch cho lễ tân."
"Listening_Topics","Nhan-su-LC-2","submit","nộp tài liệu để xem xét","verb","/səbˈmɪt/","All candidates must submit their résumés by email.","Tất cả ứng viên phải nộp sơ yếu lý lịch qua email."
"Listening_Topics","Nhan-su-LC-2","fill the position","tuyển người cho vị trí trống","verb","/fɪl ðə pəˈzɪʃ.ən/","We’re hoping to fill the position by the end of the month.","Chúng tôi hy vọng sẽ tuyển được người cho vị trí này vào cuối tháng."
"Listening_Topics","Nhan-su-LC-2","look over","xem xét kỹ lưỡng","verb","/lʊk ˈoʊ.vɚ/","The manager will look over the job applications tomorrow.","Quản lý sẽ xem xét các đơn xin việc vào ngày mai."
"Listening_Topics","Nhan-su-LC-2","review","đánh giá, xem xét cẩn thận","verb","/rɪˈvjuː/","The HR manager is reviewing all submitted résumés.","Trưởng phòng nhân sự đang xem xét tất cả sơ yếu lý lịch đã nộp."
"Listening_Topics","Nhan-su-LC-2","get through","xử lý hết, kiểm tra toàn bộ","verb","/ɡet θruː/","I haven’t had time to get through all the applications yet.","Tôi chưa có thời gian để xem hết tất cả đơn xin việc."
"Listening_Topics","Nhan-su-LC-2","conduct an interview","tiến hành phỏng vấn","verb","/kənˈdʌkt æn ˈɪn.t̬ɚ.vjuː/","The HR manager will conduct an interview with each candidate.","Trưởng phòng nhân sự sẽ tiến hành phỏng vấn từng ứng viên."
"Listening_Topics","Nhan-su-LC-2","come in for an interview","đến phỏng vấn xin việc","verb","/kʌm ɪn fɔːr æn ˈɪn.t̬ɚ.vjuː/","She’s coming in for an interview at 10 a.m. tomorrow.","Cô ấy sẽ đến phỏng vấn lúc 10 giờ sáng mai."
"Listening_Topics","Nhan-su-LC-2","offer a job","đề nghị công việc","verb","/ˈɔː.fɚ ə dʒɑːb/","They offered her the job after the final interview.","Họ đã đề nghị công việc cho cô ấy sau buổi phỏng vấn cuối."
"Listening_Topics","Nhan-su-LC-2","accept a job offer","nhận lời mời làm việc","verb","/əkˈsept ə dʒɑːb ˈɑː.fɚ/","He decided to accept a job offer from a tech company in Seattle.","Anh ấy quyết định nhận lời mời làm việc từ một công ty công nghệ ở Seattle."
"Listening_Topics","Nhan-su-LC-2","take one’s place","thay thế vị trí của ai đó","verb","/teɪk wʌnz pleɪs/","A new assistant will take her place while she’s on maternity leave.","Một trợ lý mới sẽ thay cô ấy trong thời gian nghỉ thai sản."
"Listening_Topics","Nhan-su-LC-2","look for a position","tìm việc làm","verb","/lʊk fɔːr ə pəˈzɪʃ.ən/","I’m currently looking for a position in project management.","Tôi hiện đang tìm kiếm vị trí trong quản lý dự án."
"Listening_Topics","Nhan-su-LC-2","start a new career","bắt đầu sự nghiệp mới","verb","/stɑːrt ə nuː kəˈrɪr/","She left the company to start a new career in education.","Cô ấy rời công ty để bắt đầu sự nghiệp mới trong ngành giáo dục."
"Listening_Topics","Nhan-su-LC-2","take over","tiếp quản","verb","/teɪk ˈoʊ.vɚ/","He will take over as manager starting next month.","Anh ấy sẽ tiếp quản vị trí quản lý bắt đầu từ tháng tới."
"Listening_Topics","Tuyen-dung-LC","opportunity","cơ hội","noun","/ˌɑː.pɚˈtuː.nə.t̬i/","The career fair gives job seekers a great opportunity to meet employers.","Hội chợ việc làm mang đến cơ hội tuyệt vời để người tìm việc gặp gỡ nhà tuyển dụng."
"Listening_Topics","Tuyen-dung-LC","graduate","người tốt nghiệp","noun","/ˈɡrædʒ.u.ət/","Our company is hiring recent graduates for the trainee program.","Công ty chúng tôi đang tuyển sinh viên mới tốt nghiệp cho chương trình đào tạo."
"Listening_Topics","Tuyen-dung-LC","professional","chuyên gia","noun","/prəˈfeʃ.ən.əl/","We are looking for qualified professionals to fill senior roles.","Chúng tôi đang tìm kiếm các chuyên gia có trình độ để đảm nhận các vị trí cấp cao."
"Listening_Topics","Tuyen-dung-LC","talented","có tài năng","adj","/ˈtæl.ən.t̬ɪd/","We are seeking talented individuals to join our design team.","Chúng tôi đang tìm kiếm những cá nhân tài năng để gia nhập nhóm thiết kế."
